pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,copyrights,doi,publication_date,authors
40019373,Breast cancer detection from ultrasound computed tomography imaging using radiomic analysis: in silico trial.,"breast cancer, breast ultrasound, full waveform inversion, radiomic analysis",Medical physics,"Ultrasound computed tomography (USCT) is an imaging modality currently under development for its clinical use in breast imaging. In order to justify clinical trials on imaging prototypes, further research is required to investigate uses and limitations of USCT.
We investigate the potential of USCT for the detection of breast lesions through the computerized analysis of speed-of-sound (SOS) images of the breast.
We conducted an in silico study with a set of 116 virtual breast phantoms (VBPs). We simulated US acquisition and reconstructed 2D SOS slices of the breast via the full waveform inversion (FWI) technique. Subsequently, we conducted breast lesion detection based on computerized texture features (i.e., radiomic features) of the SOS slices. We compare the performance in cancer detection against radiomic analysis of mammograms in terms of the area under the curve (AUC) of the receiver operating characteristic (ROC) curve with 95% confidence intervals estimated using five-fold cross-validation. Statistical analysis involved the Wilcoxon rank-sum test to evaluate significant differences in detection scores, with a significance level of 
The AUC for lesion detection from reconstructed SOS images and mammography were 0.87 (95% CI: 0.81-0.94) and 0.77 (95% CI: 0.68-0.86), respectively. Detection of breast lesions using the multimodal approach combining SOS images and mammograms, yielded an AUC of 0.89 (95% CI: 0.83-0.95), with statistically significant differences with respect to the use of mammograms alone (p = 0.0112).
Our in silico experimental results demonstrate the feasibility of using USCT for breast lesion detection using fully automatic analysis of reconstructed SOS images. The multimodal approach, that combines radio-density and acoustic properties of the breast, outperforms the analysis using a single modality.",,"The AUC for lesion detection from reconstructed SOS images and mammography were 0.87 (95% CI: 0.81-0.94) and 0.77 (95% CI: 0.68-0.86), respectively. Detection of breast lesions using the multimodal approach combining SOS images and mammograms, yielded an AUC of 0.89 (95% CI: 0.83-0.95), with statistically significant differences with respect to the use of mammograms alone (p = 0.0112).",,© 2025 American Association of Physicists in Medicine.,10.1002/mp.17710,2025-02-28,"Andres Vargas, Nicole Hernandez, Ana B Ramirez, Said Pertuz"
40018758,TUXEDO-4: phase II study of trastuzumab-deruxtecan in HER2-low breast cancer with new or progressing brain metastases.,"Breast, brain/neurologic, clinical trials, metastasis, novel therapy","Future oncology (London, England)","NCT06048718 (clinicaltrials.gov); 2023 -506,702-39-00 (EudraCT number).
Breast cancer cells often spread to the brain (brain metastases) or the membranes surrounding the brain and spinal cord (leptomeningeal disease). Therapies to treat these serious conditions are limited. Trastuzumab deruxtecan (T-DXd), which targets a protein called HER2 (found on the surface of breast cells to control their growth) and includes a powerful anti-cancer component to kill the tumor cells, has shown clinically meaningful results in both HER2-positive (high concentration of HER2 proteins) and HER2-low (low concentration of HER2 proteins) breast cancers. Interestingly, T-DXd has successfully worked in HER2-positive breast cancer patients with brain metastases and/or leptomeningeal disease, but results in their HER2-low counterparts are limited. TUXEDO-4 is a medical study to evaluate the effectiveness of T-DXd in HER2-low breast cancer patients with recently diagnosed or worsening brain metastases, with or without aggressive leptomeningeal disease. The study is taking place in Austria and Spain, and will recruit 27 adult patients. TUXEDO-4 trial TUXEDO-4 is an international, multicenter, single-arm, two-stage optimal Simon’s design, phase II clinical trial evaluating the efficacy of trastuzumab-deruxtecan (T-DXd) in human epidermal growth factor receptor 2 (HER2)-low breast cancer (BC) patients presenting with newly diagnosed or progressing brain metastases (BMs), with or without type II leptomeningeal disease (LMD).",,,,,10.1080/14796694.2025.2470604,2025-02-28,"Maximilian Marhold, Marta Vaz Batista, Isabel Blancas, Cristina Morales, Cristina Saura-Manich, Cristina Saavedra, Manuel Ruíz-Borrego, Patricia Cortez, Felipe Slebe, Marta Campolier, Juliana Carvalho Santos, José Antonio Guerrero-Martínez, Carlos Jiménez-Cortegana, Beate Rottenmanner, Heidrun Forstner, Rupert Bartsch, Matthias Preusser"
40018013,Exploring Punicalagin Potential Against Cancers: A Comprehensive Review.,"androgen receptor, anticancer, antitumor, cancers, cell proliferation, colon cancer, phytochemical, punicalagin",Food science & nutrition,"Punicalagin, being a bioactive polyphenol, has gained significant interest owing to its potential anticancer effects. Researchers are studying punicalagin to determine its ability to inhibit cancer cell proliferation. This paper focuses on highlighting the therapeutic potential of punicalagin against tumors and cancers. Punicalagin inhibits tumor growth within the body through various cellular pathway interactions. This compound effectively eliminates tumor cells from the liver, stomach, prostate, and lungs. Different animal model studies have demonstrated the potential of punicalagin in blocking the MAPK/ERK and PI3K/AKT/mTOR signaling pathways, fighting against cancer. Through the inhibition of cell division, punicalagin may be capable of eradicating breast cancer cells. Punicalagin strongly inhibits the activities of vascular endothelial growth factor (VEGF), matrix metalloproteinase-9 (MMP-9), and uPA. Punicalagin effectively inhibits the androgen receptor (AR), a protein essential for the development and metastasis of prostate cancer. Lung cancer cells can be eliminated by initiating the caspase cascade and inhibiting protein synthesis, which is facilitated by punicalagin. In numerous animal models, punicalagin significantly reduces metastasis. Cyclokinase B1 and cyclin-dependent kinase 2 promote colon cancer; when colon cancer cells reach the G2/M phase, punicalagin induces apoptosis by inhibiting the action of these proteins. Punicalagin inhibits tumor development and cancer propagation by inhibiting blood vessel proliferation. There is still a need for further clinical trials and studies to fully reveal punicalagin's potential as well as its safety; despite the fact that it may decrease the threat of increasing tumors and provide an alternative treatment for many cancers.",,,,© 2025 The Author(s). Food Science & Nutrition published by Wiley Periodicals LLC.,10.1002/fsn3.70072,2025-02-28,"Muhammad Hammad Ul Hassan, Muhammad Shahbaz, Ushna Momal, Hammad Naeem, Muhammad Imran, Mohamed A Abdelgawad, Mohammed M Ghoneim, Ehab M Mostafa, Ahmed H El-Ghorab, Suliman A Alsagaby, Waleed Al Abdulmonem, Muzzamal Hussain, Tadesse Fenta Yehuala"
40017901,Exceptional response to TROP2 inhibition with sacituzumab govitecan in a patient with small cell carcinoma of the breast: a case report.,"TROP2 inhibition, neuroendocrine tumor breast, sacituzumab govitecan-hziy, small cell carcinoma of the breast",Therapeutic advances in medical oncology,"We present a case report of a patient with metastatic small cell neuroendocrine carcinoma of the breast (SCNCB), a high-grade neuroendocrine triple-negative breast cancer, who achieved a complete response after two cycles of sacituzumab govitecan-hziy (SG) (Trodelvy) as third-line systemic therapy. She originally presented with estrogen receptor-positive disease, and we were able to clearly demonstrate transformation into triple-negative SCNCB via serial tissue biopsies. This is the first reported case of SG for SCNCB, and it shows an outstanding response in a patient who had undergone prior systemic therapies. Clinical trials are needed to address the potential role of TROP2 inhibition and the use of SG as a therapy for SCNCB.
Exceptional response with TROP2 inhibition in a patient with small cell carcinoma of the breast A particularly rare subtype of breast cancer is primary small cell neuroendocrine carcinoma of the breast (SCNCB). Compared to other breast cancer subtypes, the small cell subtype is more aggressive and is associated with poorer outcomes. Current standard treatment of SCNCB mimics treatment used for small cell carcinoma of other organs, such as small cell lung cancer, which includes platinum chemotherapy combined with etoposide and immune checkpoint inhibition. However, treatment outcomes continue to remain poor, and there is a need to address further treatment options for SCNCB. Thus, we present the first reported case of sacituzumab govitecan-hziy (SG) (trodelvy) for SCNCB, showing outstanding response in a patient who had undergone prior systemic therapies. Further research is needed to address the potential role for TROP2 inhibition and the use of SG as a therapy for SCNCB.",,,,"© The Author(s), 2025.
© The Author(s), 2025.",10.1177/17588359251322003,2025-02-28,"Kasey C Fitzsimmons, Michelle A Fajardo, Zorawar Noor"
40017498,Astaxanthin in cancer therapy and prevention (Review).,"astaxanthin, cancer, microalga, prevention, therapy",Biomedical reports,"Astaxanthin (AXT), a carotenoid primarily derived from marine organisms such as shrimp, krill and the microalga ",,,,Copyright: © 2025 Copat et al.,10.3892/br.2025.1944,2025-02-28,"Chiara Copat, Claudia Favara, Marianna Flora Tomasello, Carmen Sica, Alfina Grasso, Herminia Gonzalez Dominguez, Gea Oliveri Conti, Margherita Ferrante"
40017004,CAMBRIA-1 & CAMBRIA-2 phase III trials: camizestrant versus standard endocrine therapy in ER+/HER2- early breast cancer.,"Breast, clinical trials, drug development, hormonal therapy, women’s health","Future oncology (London, England)","Novel selective estrogen receptor degraders (SERDs) are a promising therapeutic option under investigation for patients with estrogen receptor (ER)-positive/human epidermal growth factor receptor 2 (HER2)-negative breast cancer. The efficacy of novel SERDs in the treatment of advanced disease has prompted investigation into their use in the early disease setting, to reduce breast cancer recurrence. Here, we describe the design and rationale of the phase III, randomized, open-label CAMBRIA-1 and CAMBRIA-2 studies. CAMBRIA-1 and CAMBRIA-2 are comparing the next-generation oral SERD camizestrant versus standard-of-care endocrine therapy (aromatase inhibitors or tamoxifen) in patients with ER-positive/HER2-negative early breast cancer, who are at intermediate or high risk of disease recurrence. CAMBRIA-1 is comparing 5 years of camizestrant versus endocrine therapy in patients who have already received 2-5 years of standard endocrine therapy, with or without cyclin-dependent kinase 4/6 inhibitors, and are without recurrence. CAMBRIA-2 is comparing 7 years of upfront adjuvant camizestrant versus endocrine therapy, with abemaciclib permitted in both treatment arms for the first 2 years. The primary endpoint for both studies is invasive breast cancer-free survival. Secondary endpoints include invasive disease-free survival, distant recurrence-free survival, overall survival, pharmacokinetics, patient-reported outcomes, safety and tolerability.",,,,,10.1080/14796694.2025.2459548,2025-02-28,"Erika P Hamilton, Sibylle Loibl, Thomas Bachelot, Michael Gnant, Naoki Niikura, Yeon Hee Park, Sara M Tolaney, Barbara Pistilli, Priya Rastogi, Kamal S Saini, Ioanna Gioni, Simon Johnston, Raquel Nunes, Angela Quintana, Mary Stuart, Emilia Syta, Andrew Walding, Teresa Klinowska, Ingrid A Mayer"
40016616,Economic Evaluation of Inguinal Versus Ilio-inguinal Lymphadenectomy for Patients with Stage III Metastatic Melanoma to Groin Lymph Nodes: Evidence from the EAGLE FM Randomized Trial.,"Cost-utility analysis, Ilio-inguinal lymphadenectomy, Inguinal lymphadenectomy, Melanoma, Quality-adjusted life years, Randomized controlled trials",Annals of surgical oncology,"We compared health outcomes and costs of inguinal lymphadenectomy (IL) versus ilio-inguinal lymphadenectomy (I-IL) for removal of metastatic melanoma to lymph nodes of the groin in adults with stage III melanoma.
A within-trial cost-utility analysis was performed alongside an international randomized trial (EAGLE-FM) with 36 months follow-up from a health system perspective. Healthcare costs were measured by using trial records, and effectiveness measured in quality-adjusted life years (QALYs). Deterministic sensitivity analyses assessed the impact of changes in costs or quality of life on overall results. Statistical bootstrapping was employed to estimate confidence intervals around the cost-utility ratio.
Among 98 trial participants (IL n = 50, I-IL n = 48), with no pelvic or distant disease clinically or on PET/CT imaging, the mean life years saved for those randomized to IL showed a small but nonsignificant increase of 0.05 years compared with those in the I-IL group (2.56 vs. 2.51 years, 95% confidence interval [CI] -0.78 to 0.87). The mean difference in QALYs gained showed a small but nonsignificant increase of 0.04 QALYs (1.95 vs. 1.91, 95% CI -0.49 to 0.57). The mean hospital stay among IL patients was 6.16 days, 1.24 days shorter than I-IL patients (7.40 days) at 36 months follow-up. Mean per-patient healthcare costs of IL surgery were AU$6938 lower than for I-IL surgery ($26,555 vs. $33,493, 95% CI -$24,360 to $10,484). Inguinal lymphadenectomy was slightly more effective and slightly less expensive) over I-IL; a finding supported by 81% of bootstrapped estimates and upheld across sensitivity analyses.
Our study indicates that less extensive IL surgery might be the preferred surgical strategy for metastatic melanoma to the groin when PET/CT imaging shows no pelvic disease. This surgery is likely to improve quality-adjusted survival and may reduce healthcare costs; however, the differences noted in EAGLE-FM were limited by a small sample size and were not statistically significant.
Clinicaltrials.gov NCT02166788; anzctr.org.au ACTRN12614000721606.",,"Among 98 trial participants (IL n = 50, I-IL n = 48), with no pelvic or distant disease clinically or on PET/CT imaging, the mean life years saved for those randomized to IL showed a small but nonsignificant increase of 0.05 years compared with those in the I-IL group (2.56 vs. 2.51 years, 95% confidence interval [CI] -0.78 to 0.87). The mean difference in QALYs gained showed a small but nonsignificant increase of 0.04 QALYs (1.95 vs. 1.91, 95% CI -0.49 to 0.57). The mean hospital stay among IL patients was 6.16 days, 1.24 days shorter than I-IL patients (7.40 days) at 36 months follow-up. Mean per-patient healthcare costs of IL surgery were AU$6938 lower than for I-IL surgery ($26,555 vs. $33,493, 95% CI -$24,360 to $10,484). Inguinal lymphadenectomy was slightly more effective and slightly less expensive) over I-IL; a finding supported by 81% of bootstrapped estimates and upheld across sensitivity analyses.",,© 2025. The Author(s).,10.1245/s10434-025-17040-2,2025-02-28,"Rashidul Alam Mahumud, Chi Kin Law, Daniel Ariza Ospino, Johannes H W de Wilt, Barbara L van Leeuwen, Chris Allan, Vinicius de Lima Vazquez, Rowan Pritchard Jones, Julie Howle, Andrew J Spillane, Rachael Lisa Morton"
40016603,Deciphering the anticancer potential of thymoquinone: in-depth exploration of the potent flavonoid from Nigella sativa.,"Angiogenic, Anti, Apoptotic, Cancer, Inflammatory, Nigella sativa, Pro, Thymoquinone",Molecular biology reports,"Since its first written description around 3000 BC until the present day, cancer has stood as a leading global cause of death, claiming the lives of 1 in 6 individuals. Due to its widespread impact and lethality, it remains one of the most explored yet most challenging disease for the global scientific community. Throughout history, various plant extracts have been used in treating numerous diseases, including cancer. These natural extracts are regaining attention due to their therapeutic benefits and lesser side effects. Thymoquinone, chemically 2-isopropyl-5-methylbenzo-1,4-quinone, constitutes the primary bioactive component of the plant Nigella sativa. Extensive research across in vivo, in vitro models, and clinical trials has revealed Thymoquinone's noteworthy therapeutic potential against cancer. Thymoquinone has shown promising anti-cancer activity in various cancers including breast cancer, lung cancer, prostate cancer, colorectal cancer, cervical cancer, pancreatic cancer, gastric cancer and blood cancers. However, there are challenges such as limited clinical trials, low bioavailability, and the need for more research to understand its long-term safety and effectiveness. This article provides a comprehensive and thorough review of thymoquinone, covering its effectiveness across various malignancies, the molecular signalling pathways it influences, and its role in triggering apoptosis and inhibiting inflammation, angiogenesis, and metastasis. Additionally, the review includes a thorough examination of thymoquinone's pharmacokinetics and safety, making it the first of its kind in its comprehensiveness.",,,,"© 2025. The Author(s), under exclusive licence to Springer Nature B.V.",10.1007/s11033-025-10375-9,2025-02-28,"Bunty Sharma, Himanshu Shekhar, Anidrisha Sahu, Shafiul Haque, Damandeep Kaur, Hardeep Singh Tuli, Ujjawal Sharma"
40016191,"Safety, pharmacokinetics and efficacy of HA121-28 in patients with advanced solid tumors and RET fusion-positive non-small-cell lung cancer: a multicenter, open-label, single-arm phase 1/2 trial.",,Signal transduction and targeted therapy,"HA121-28, a promising multikinase inhibitor, mainly targets rearranged during transfection (RET) fusions and selectively targets vascular endothelial growth factor receptor-2, endothelial growth factor receptor, and fibroblast growth factor receptor 1-3. The safety, pharmacokinetics, and efficacy of HA121-28 were assessed in advanced solid tumors (phase 1, ClinicalTrials.gov NCT03994484) and advanced RET fusion-positive non-small-cell lung cancer (RET-TKI naive NSCLC, phase 2, ClinicalTrials.gov NCT05117658). HA121-28 was administered orally in doses range from 25 to 800 mg under the 21-day on/7-day off scheme for a 28-day cycle in phase 1 trial. The recommended dose identified in phase 1 (450 mg) was administered for patients during phase 2. The primary endpoints were the maximum tolerated dose (MTD) in phase 1 and the objective response rate (ORR) in phase 2. 162 patients were enrolled in phase 1 and 48 in phase 2. A total of 600 mg once daily was set as MTD. Across 100-800 mg, the exposure of HA121-28 increased in a dose-dependent manner. Consistent between both trials, diarrhea, rash, and prolonged QTc interval, were the most reported treatment-emergent adverse events. 40.0% (phase 1) and 62.5% (phase 2) patients experienced grade ≥3 treatment-related adverse events, respectively. The overall ORR was 26.8% and the median progression-free survival (PFS) was 5.5 months among 97 NSCLC patients with advanced RET fusion receiving a dose at ≥450 mg once daily. HA121-28 showed encouraging efficacy in advanced RET fusion NSCLC and its toxicity was tolerable in most patients. Nevertheless, cardiotoxicity is a notable concern that warrants careful attention.",,,,© 2025. The Author(s).,10.1038/s41392-025-02155-5,2025-02-28,"Dan-Yun Ruan, Wen-Wen Huang, Yongsheng Li, Yanqiu Zhao, Yehui Shi, Yuming Jia, Shundong Cang, Wei Zhang, Jianhua Shi, Jun Chen, Jie Lin, Yunpeng Liu, Jianming Xu, Weiwei Ouyang, Jian Fang, Wu Zhuang, Caigang Liu, Qing Bu, Manxiang Li, Xiangjiao Meng, Meili Sun, Nong Yang, Xiaorong Dong, Yueyin Pan, Xingya Li, Xiujuan Qu, Tongmei Zhang, Xianglin Yuan, Sheng Hu, Wei Guo, Yalun Li, Shengqing Li, Dongying Liu, Feixue Song, Liping Tan, Yan Yu, Xinmin Yu, Aimin Zang, Chang Sun, Qian Zhang, Kai Zou, Mo Dan, Rui-Hua Xu, Hongyun Zhao"
40014214,Effects of laughter therapy on improving physical and psychological symptoms among cancer patients: a systematic review and meta-analysis.,"Laughter therapy, Meta-analysis, Neoplasms, Physical, Psychological, Symptoms",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,"Cancer is a major cause of death worldwide and laughter therapy is used as a complementary therapy for cancer treatment. This study aimed to investigate the effects of laughter therapy on psychological symptoms (stress, anxiety, and depression) and physical symptoms (pain, fatigue, and sleep quality) among cancer patients.
Eight databases were searched, with the search period was limited to April 2024. Quality assessment of the included randomized controlled trials was performed according to the criteria for evaluating randomized controlled trials in the Cochrane Handbook for Systematic Reviews of Interventions. The RevMan 5.4 software was used for the data analysis.
Nine randomized controlled trials were included in this systematic review and meta-analysis. The quality of the included studies was relatively high. The results showed that laughter therapy can effectively improve cancer patients' stress, anxiety, depression, pain, and fatigue, but has no effect on sleep quality.
Laughter therapy is a low-cost, easy-to-implement intervention that may have potential benefits in improving psychological symptoms (stress, anxiety, and depression) and physical symptoms (pain and fatigue) among cancer patients. Laughter therapy has the characteristics of high safety, strong interaction, and strong feasibility. It may promote communication between patients and between patients and medical healthcare, enhance the trust relationship between medical staff, and potentially improve the quality of life for cancer patients. Healthcare professionals should consider laughter therapy as a potential adjunctive therapy, but its implementation should be tailored to individual patient needs and supported by robust evidence.",,"Nine randomized controlled trials were included in this systematic review and meta-analysis. The quality of the included studies was relatively high. The results showed that laughter therapy can effectively improve cancer patients' stress, anxiety, depression, pain, and fatigue, but has no effect on sleep quality.",,"© 2025. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",10.1007/s00520-025-09276-1,2025-02-27,"Liying Qu, Yang Cao, Meng Wang, Daoqun Song, Guoyun Huang"
40014172,Evolving strategies for the routine follow-up of patients with early breast cancer and the impact of COVID-19: a survey of healthcare providers.,"Breast cancer, Follow-up, Survivorship",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,"The COVID-19 pandemic resulted in a shift from routine in-person follow-up for early breast cancer (EBC) to the increased use of virtual assessments. This survey explored healthcare providers' (HCPs) perceptions around current practices and goals of follow-up.
Canadian HCPs who treat EBC were contacted via an anonymous survey. Participants provided perspectives on follow-up, current practices, and interest in clinical trials assessing follow-up strategies.
Responses were received from 73 HCPs including medical (n = 41/73, 56%), radiation (n = 13/73, 18%), and surgical oncologists (n = 13/73, 18%). Thirty-four percent (n = 25/73) of HCPs did not perform routine follow-up. Of the 48 (n = 48/73, 66%) who conducted in-person follow-up, it was typically 6-monthly for years 1-3, yearly until year 5, and then on-demand. Common reasons for follow-up visits were assessment of symptoms from endocrine therapy and for the detection of recurrent disease. HCPs felt routine follow-up with physical examination resulted in earlier detection of local (n = 16/48, 33%) and distant metastasis (n = 6/48, 12.5%). Forty-eight percent of HCPs felt that the transition to virtual visits would not impact either local or distant recurrence rates or overall survival. Sixty-nine percent (n = 33/48) will continue to follow patients with a combination of in-person and virtual appointments. Most respondents agreed that follow-up should be more individualized and risk adapted (n = 42/48, 87.5%). Most (62%, n = 29/47) expressed interest in performing trials assessing well follow-up strategies.
Virtual care will remain an integral part of routine follow-up. The effects of this on a range of patient outcomes should be explored in future trials.",,"Responses were received from 73 HCPs including medical (n = 41/73, 56%), radiation (n = 13/73, 18%), and surgical oncologists (n = 13/73, 18%). Thirty-four percent (n = 25/73) of HCPs did not perform routine follow-up. Of the 48 (n = 48/73, 66%) who conducted in-person follow-up, it was typically 6-monthly for years 1-3, yearly until year 5, and then on-demand. Common reasons for follow-up visits were assessment of symptoms from endocrine therapy and for the detection of recurrent disease. HCPs felt routine follow-up with physical examination resulted in earlier detection of local (n = 16/48, 33%) and distant metastasis (n = 6/48, 12.5%). Forty-eight percent of HCPs felt that the transition to virtual visits would not impact either local or distant recurrence rates or overall survival. Sixty-nine percent (n = 33/48) will continue to follow patients with a combination of in-person and virtual appointments. Most respondents agreed that follow-up should be more individualized and risk adapted (n = 42/48, 87.5%). Most (62%, n = 29/47) expressed interest in performing trials assessing well follow-up strategies.",Virtual care will remain an integral part of routine follow-up. The effects of this on a range of patient outcomes should be explored in future trials.,"© 2025. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",10.1007/s00520-025-09205-2,2025-02-27,"Ana-Alicia Beltran-Bless, Gail Larocque, Angel Arnaout, Jean-Michel Caudrelier, John Hilton, Nasser Alqahtani, Lisa Vandermeer, Gregory Pond, Mark Clemons"
40012379,Targeted Management: Unlocking the Crucial Role of PROTACs in Cancer Treatment.,"AbTAC, PROTACs, RNA-PROTAC, cancer therapy, targeted protein degradation, ubiquitin-proteasome system.",Current drug discovery technologies,"Targeted Protein Degradation (TPD) offers a solution, eliminating disease-related proteins and overcoming challenges associated with unintended toxicity and lack of precision. PROTACs (Proteolysis Targeting Chimeras) represent an innovative strategy for the specific degradation of tar-get proteins through the UPS (Ubiquitin-Proteasome System). In comparison to conventional protein inhibitor medications, PROTAC offers advantages in terms of efficacy, selectivity, and the ability to overcome drug resistance in cancer treatment, contributing novel perspectives to the field of anti-cancer drug discovery. Proteins play vital roles in an organism's health, and misfolded contributes to diseases like neurodegenerative disorders and cancer. Cells maintain protein balance through quality control systems, primarily the UPS and autophagy. Protac, a Targeted Protein Degradation (TPD) strategy, utilizes UPS, employing small molecules to induce targeted protein degradation. PROTAC exhibits promise in preclinical studies and clinical trials for diverse cancers. Notable examples in-clude breast cancer, where PROTAC targets CDK4/6 (cyclin-dependent kinase) and Estrogen Recep-tors (ER), prostate cancer, addressing Androgen Receptor (AR) degradation, hematologic malignan-cies, focusing on AURORA-A and CDKs, and NSCLC (Non-Small-Cell Lung Cancer), targeting Estimated Glomerular Filtration Rate (EGFR), and KRAS. Despite their potential, PROTAC faces challenges, including compensatory protein expression in response to targeted therapies. This com-prehensive review explores recent advancements in PROTAC and related technologies, emphasizing the mechanisms and structures of PROTAC and their applications in proteins targeting cancer.",,,,"Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net.",10.2174/0115701638324854250218053353,2025-02-27,"Priyanka Gupta, Sumit Dutta, Prashant Kumar, Monika Kaushik, Sumel Ashique, Mithun Bhowmick"
40012288,"Melittin, A Potential Game-changer in the Fight Against Breast Cancer: A Systematic Review.","Melittin, breast cancer, honeybee venom, therapy, treatment",Anti-cancer agents in medicinal chemistry,"Breast cancer is the most common cancer in women. Traditional treatments include endocrine therapy, chemotherapy, surgery, radiation, and immunotherapy. Recent studies suggest melittin, a component of bee venom, as a promising breast cancer treatment due to its anticancer properties: inducing cytotoxicity, apoptosis, and gene regulation.
This manuscript aims to review melittin's potential therapeutical and future implications in treating breast cancer. An extensive literature search was conducted on MEDLINE and Cochrane databases up to July 2024 using Boolean operators with a combination of keywords. After screening, data extraction, and descriptive analysis, 40 articles were retained.
Experimental data and different therapeutical strategies were collected. Melittin disrupts tumor cell membranes and modulates key apoptotic pathways. Advanced delivery systems enhance their effectiveness and reduce toxicity. Combining melittin with chemotherapy shows synergistic effects, improving outcomes. Thus, melittin could be a valuable addition to breast cancer therapies.
Further clinical trials are essential to validate its potential and establish its role in breast cancer therapy.","This manuscript aims to review melittin's potential therapeutical and future implications in treating breast cancer. An extensive literature search was conducted on MEDLINE and Cochrane databases up to July 2024 using Boolean operators with a combination of keywords. After screening, data extraction, and descriptive analysis, 40 articles were retained.","Experimental data and different therapeutical strategies were collected. Melittin disrupts tumor cell membranes and modulates key apoptotic pathways. Advanced delivery systems enhance their effectiveness and reduce toxicity. Combining melittin with chemotherapy shows synergistic effects, improving outcomes. Thus, melittin could be a valuable addition to breast cancer therapies.",Further clinical trials are essential to validate its potential and establish its role in breast cancer therapy.,"Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net.",10.2174/0118715206347581250217045306,2025-02-27,"Gilles Prince, Ahmad Assi, Marc Aoude, Hampig Raphael Kourie, Fadi Haddad"
40012221,"Free Dance Proves to be Effective in Depressive Symptoms, Anxiety and Stress in Women Undergoing Breast Cancer Surgery: A Randomized Clinical Trial.","anxiety disorders, breast neoplasm, dance, emotional depression, physical activity, psychological stress",Journal of dance medicine & science : official publication of the International Association for Dance Medicine & Science,,,,,,10.1177/1089313X251319570,2025-02-27,"Juliana da Silveira, Leonessa Boing, Jéssica Amaro Moratelli, Patrícia Severo Dos Santos Saraiva, Anke Bergmann, Magnus Benetti, Adriana Coutinho de Azevedo Guimarães"
40011935,"A phase II, randomized, open-labeled study to evaluate low-dose pembrolizumab in addition to neoadjuvant chemotherapy for triple-negative breast cancer (TNBC).","Breast cancer, Immunotherapy, Low dose, Non-metastatic, Pembrolizumab, Triple negative",Trials,"Breast cancer is the most common malignancy diagnosed in women worldwide. Triple-negative breast cancer (TNBC) is the most aggressive subtype, accounting for nearly one third of all breast cancers in India. The addition of pembrolizumab to neoadjuvant chemotherapy improved the pathological response and event free survival in patients with TNBC. However, for most patients in low- and middle-income countries, immunotherapy remains inaccessible due to its high cost. Pharmacological and early clinical data suggest that a lower dose of pembrolizumab may be effective. However, there are no prospective clinical trials in patients with TNBC.
This is a single-site phase II, randomized, open-labeled, parallel-group trial. Eligible patients will be randomized (1:1) to either of the two treatment groups. Patients in the control arm will be administered standard of care chemotherapy [4 cycles of dose-dense doxorubicin (60 mg/m
The PLANeT trial aims to establish the efficacy of low-dose pembrolizumab in addition to neoadjuvant chemotherapy in patients with triple-negative breast cancer patients. This strategy, if found effective, will help improve the outcomes of women with TNBC who currently have limited access to pembrolizumab.
Clinical Trials Registry of India-CTRI/2024/01/062088.",,,,© 2025. The Author(s).,10.1186/s13063-025-08726-9,2025-02-27,"Adhip Arora, V Seenu, Rajinder Parshad, V K Bansal, Anita Dhar, Sandeep Mathur, Pranay Tanwar, Piyush Mishra, Kamal Kataria, None Suhani, Ajay Gogia, Brijesh Kumar, K P Haresh, Supriya Mallick, Surendra Kumar Saini, Ashutosh Mishra, Babul Bansal, Jyoti Sharma, Jyoutishman Saikia, Krithika Rangarajan, Ekta Dhamija, Chandra Prakash Prasad, Shamim Ahmed Shamin, Sourabh Agastm, Kaushal Kalra, Divvay Vishvam, Kalaivani Mani, Akash Kumar, Sameer Bakhshi, Atul Batra"
40011118,AI in Breast Cancer Imaging: An Update and Future Trends.,,Seminars in nuclear medicine,"Breast cancer is one of the most common types of cancer affecting women worldwide. Artificial intelligence (AI) is transforming breast cancer imaging by enhancing diagnostic capabilities across multiple imaging modalities including mammography, digital breast tomosynthesis, ultrasound, magnetic resonance imaging, and nuclear medicines techniques. AI is being applied to diverse tasks such as breast lesion detection and classification, risk stratification, molecular subtyping, gene mutation status prediction, and treatment response assessment, with emerging research demonstrating performance levels comparable to or potentially exceeding those of radiologists. The large foundation models are showing remarkable potential in different breast cancer imaging tasks. Self-supervised learning gives an insight into data inherent correlation, and federated learning is an alternative way to maintain data privacy. While promising results have been obtained so far, data standardization from source, large-scale annotated multimodal datasets, and extensive prospective clinical trials are still needed to fully explore and validate deep learning's clinical utility and address the legal and ethical considerations, which will ultimately determine its widespread adoption in breast cancer care. We hereby provide a review of the most up-to-date knowledge on AI in breast cancer imaging.",,,,Copyright © 2025 The Authors. Published by Elsevier Inc. All rights reserved.,10.1053/j.semnuclmed.2025.01.008,2025-02-27,"Yizhou Chen, Xiaoliang Shao, Kuangyu Shi, Axel Rominger, Federico Caobelli"
