NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT05256823,Unknown,UNKNOWN,2022-02-24,To Evaluate the Safety and Efficacy of Celecoxib Plus Nucleos(t)Ide Analogues in Nucleos(t)Ide-treated Patients With Chronic Hepatitis B,"Celecoxib, nucleos(t)ide analogue","Beijing - China, Beijing - China, Beijing - China, Tianjin - China",2023-11-30,2022-02-25,2022-08-03,INTERVENTIONAL,PHASE2,Lai Wei,OTHER,hepatitis
NCT00275938,Unknown,COMPLETED,1998-10,Chronic Hepatitis B,"interferon alpha 2b plus ribavirin, interferon alpha 2b plus placebo",No locations listed,Unknown Date,2006-01-12,2006-01-12,INTERVENTIONAL,PHASE3,National Taiwan University Hospital,OTHER,hepatitis
NCT01820208,Unknown,COMPLETED,2014-03-01,Severe Alcoholic Hepatitis,"G-CSF, Placebo",New Delhi - India,2017-06-01,2013-03-28,2017-11-14,INTERVENTIONAL,NA,"Institute of Liver and Biliary Sciences, India",OTHER,hepatitis
NCT01443923,Unknown,TERMINATED,2011-09,"Hepatitis, HIV/AIDS","Boceprevir, Peg-Interferon-alfa 2B, Ribavirin","Washington, DC - United States, Bethesda - United States",2013-09,2011-09-30,2015-07-13,INTERVENTIONAL,PHASE4,National Institute of Allergy and Infectious Diseases (NIAID),NIH,hepatitis
NCT05394623,Unknown,UNKNOWN,2022-11-01,"Hepatitis D, Hepatitis B, Antibodies; Anti-D, RNA Virus Infections","HDV-Ab (IgG), HDV-RNA, RNA genotype",No locations listed,2023-04-01,2022-05-27,2022-11-02,OBSERVATIONAL,Not Available,The First Affiliated Hospital with Nanjing Medical University,OTHER,hepatitis
NCT00422838,CIRES,COMPLETED,2007-01,"Hepatitis C, Liver, Immunology, Regulation",fine-needle aspiration biopsy,Rotterdam - Netherlands,2010-06,2007-01-17,2017-01-27,OBSERVATIONAL,Not Available,Foundation for Liver Research,OTHER,hepatitis
NCT01532908,MBL-HCV1,TERMINATED,2012-11-21,Hepatitis C Infection,"MBL-HCV1, Telaprevir (Part 1), Sofosbuvir (Part 2)","Boston - United States, Boston - United States, Saint Louis - United States, New York - United States, Dallas - United States",2015-08-27,2012-02-15,2021-02-05,INTERVENTIONAL,PHASE2,MassBiologics,OTHER,hepatitis
NCT04001608,Unknown,UNKNOWN,2018-10-17,Hepatitis C Virus Infection,"Seraprevir, Sofosbuvir","Beijing - China, Beijing - China, Beijing - China, Chongqing - China, Chongqing - China, Liuzhou - China, Zunyi - China, Shijiazhuang - China, Zhengzhou - China, Wuhan - China, Wuhan - China, Wuxi - China, Xuzhou - China, Changchun - China, Guangxi - China, Taiyuan - China, Luzhou - China, Chendu - China, Chengdu - China, Ürümqi - China, Ürümqi - China, Huzhou - China",2019-07-31,2019-06-28,2019-06-28,INTERVENTIONAL,PHASE3,"Ginkgopharma CO., LTD",INDUSTRY,hepatitis
NCT03312023,APOSTLE,COMPLETED,2018-02-01,Hepatitis B,"Ledipasvir 90 MG / Sofosbuvir 400 MG Oral Tablet [Harvoni], Sofosbuvir 400 MG [Sovaldi], Ledipasvir 90 MG",Baltimore - United States,2020-08-10,2017-10-17,2021-09-20,INTERVENTIONAL,PHASE2,"University of Maryland, Baltimore",OTHER,hepatitis
NCT04998838,Unknown,UNKNOWN,2018-07-01,Hepatitis B,"Tenofovir Disoproxil Fumarate 300 mg daily; HBV birth dose vaccine; hepatitis B immune globulin (HBIG), Regular Myanmar treatment",Yangon - Myanmar,2021-12-30,2021-08-10,2021-08-10,INTERVENTIONAL,NA,Myanmar Liver Foundation,OTHER,hepatitis
NCT01730508,Unknown,COMPLETED,2012-11-20,"Hepatitis B, Chronic",Pegylated Interferon Alfa (Peginterferon Alfa),"Baoding - China, Beijing - China, Beijing - China, Beijing - China, Beijing - China, Beijing - China, Beijing - China, Changchun - China, Changchun - China, Changsha - China, Changsha - China, Changzhou - China, Chengdu - China, Chongqing - China, Chongqing - China, Chongqing - China, Dalian - China, Foshan - China, Foushan - China, Fuzhou - China, Guangzhou City - China, Guangzhou - China, Guangzhou - China, Guangzhou - China, Guangzhou - China, Guangzhou - China, Guangzhou - China, Guangzhou - China, Haikou - China, Hangzhou - China, Hangzhou - China, Harbin - China, Harbin - China, Hefei - China, Huai'an - China, Jiangmen - China, Jiangyin - China, Jinan - China, Kunming - China, Lanzhou - China, Lianyungang - China, Liuzhou - China, LuZhou - China, Nanchang - China, Nanjing - China, Nanjing - China, Nanjing - China, Nanning - China, Nanning - China, Ningbo - China, Ordos - China, Qingdao - China, Shanghai - China, Shanghai - China, Shanghai - China, Shanghai - China, Shanghai - China, Shantou - China, Shen Zhen - China, ShenYang - China, Shenyang - China, Shijiazhuang - China, Shijiazhuang - China, Suining - China, Suzhou - China, Taiyuan - China, Taizhou - China, Tianjin - China, Tianjin - China, Urumqi - China, Urumqi - China, Wenzhou - China, Wenzhou - China, Wenzhou - China, Wuhan - China, Wuxi - China, Xi'an - China, Xiamen - China, Xingtai - China, Xuzhou - China, Yancheng - China, Yangzhou - China, Yichang - China, Zhaoqing - China, Zhengzhou - China, Zhenjiang - China, Zhoushan - China, Zhuhai - China",2017-06-25,2012-11-21,2017-07-14,OBSERVATIONAL,Not Available,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT00971308,Unknown,COMPLETED,2009-10,Chronic Hepatitis C,"BMS-824393, BMS-824393, BMS-824393, BMS-824393, BMS-824393","Anaheim - United States, Cypress - United States, Miami - United States, Orlando - United States, Baltimore - United States, San Antonio - United States",2010-08,2009-09-03,2011-01-25,INTERVENTIONAL,PHASE1,Bristol-Myers Squibb,INDUSTRY,hepatitis
NCT02803138,CITRINE,COMPLETED,2016-07-07,Chronic Hepatitis C,"Ombitasvir/paritaprevir/ritonavir, Dasabuvir, Ribavirin, Patient support program","Be'er Sheva - Israel, Petakh Tikva - Israel, Petakh Tikva - Israel, Tel Aviv-Yafo - Israel, Afula - Israel, Be'er Sheva - Israel, Be'er Ya'akov - Israel, Gush Dan - Israel, Hadera - Israel, Haifa - Israel, Haifa - Israel, Haifa - Israel, Holon - Israel, Jerusalem - Israel, Jerusalem - Israel, Kfar Saba - Israel, Nahariya - Israel, Ramat Gan - Israel",2018-10-21,2016-06-16,2019-10-11,OBSERVATIONAL,Not Available,AbbVie,INDUSTRY,hepatitis
NCT01146808,Unknown,COMPLETED,2006-03,"Hepatitis B, Liver Transplantation",Adefovir dipivoxil and hepatitis B vaccination,New York - United States,2011-09,2010-06-22,2021-08-10,INTERVENTIONAL,PHASE2,Columbia University,OTHER,hepatitis
NCT00433108,Unknown,COMPLETED,2007-03,Chronic Hepatitis C,Mitoquinone mesylate (MitoQ),"Auckland - New Zealand, Hamilton - New Zealand",Unknown Date,2007-02-09,2008-08-14,INTERVENTIONAL,PHASE2,"Antipodean Pharmaceuticals, Inc.",INDUSTRY,hepatitis
NCT02909023,Unknown,COMPLETED,2016-07,Hepatitis B,blood samples are performed to measure active T cellular immune response during a routine visit,Lyon - France,2016-09,2016-09-21,2016-12-29,OBSERVATIONAL,Not Available,Hospices Civils de Lyon,OTHER,hepatitis
NCT01770223,Unknown,WITHDRAWN,2014-01,Hepatitis C,"boceprevir, PegIFN-2b, RBV",No locations listed,2015-12,2013-01-17,2017-03-20,INTERVENTIONAL,PHASE4,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT04188223,Unknown,COMPLETED,2019-12-03,Hepatitis B,"Recombinant Hepatitis B (Bio Farma) Vaccine, Recombinant Hepatitis B (Bio Farma) Vaccine®",Bandung - Indonesia,2020-07-16,2019-12-05,2022-08-01,INTERVENTIONAL,PHASE1,PT Bio Farma,INDUSTRY,hepatitis
NCT04139850,Unknown,RECRUITING,2015-09-25,Chronic Hepatitis B,Discontinuation of antiviral treatment in chronic hepatitis B cohort patients,"Seoul - Korea, Republic of",2026-08,2019-10-25,2019-10-25,OBSERVATIONAL,Not Available,Yonsei University,OTHER,hepatitis
NCT01838590,Unknown,COMPLETED,2013-03,Hepatitis C Virus,"SOF, RBV","Cairo - Egypt, Mansoura - Egypt",2014-05,2013-04-24,2015-05-22,INTERVENTIONAL,PHASE3,Gilead Sciences,INDUSTRY,hepatitis
NCT01425203,Unknown,COMPLETED,2011-11-23,Chronic Hepatitis C Genotype 1,"Boceprevir, Placebo, peginterferon alfa-2b, Ribavirin",No locations listed,2013-10-21,2011-08-29,2021-02-08,INTERVENTIONAL,PHASE3,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT04863703,IMPHROVE-D,UNKNOWN,2021-05-07,"Hepatitis D, Hepatitis B, Portal Hypertension, Liver Cirrhosis",Bulevirtide,Hannover - Germany,2024-10-31,2021-04-28,2023-03-10,OBSERVATIONAL,Not Available,Hannover Medical School,OTHER,hepatitis
NCT00230503,Unknown,COMPLETED,2004-06,"Hepatitis B, Chronic","pradefovir mesylate, adefovir dipivoxyl",No locations listed,2006-12,2005-09-30,2012-06-22,INTERVENTIONAL,PHASE2,"Bausch Health Americas, Inc.",INDUSTRY,hepatitis
NCT02505243,RIBACOP,COMPLETED,2015-06,"HCV Coinfection, Hepatitis C",No interventions listed,Nijmegen - Netherlands,2016-06,2015-07-22,2020-12-07,OBSERVATIONAL,Not Available,Radboud University Medical Center,OTHER,hepatitis
NCT00142103,Unknown,COMPLETED,2005-09,"Hepatitis, Chronic Active","CPG10101, CPG10101, CPG10101, CPG10101, Control, CPG10101","Miami - United States, Chicago - United States, Indianapolis - United States, Detroit - United States, Kansas City - United States, New York - United States, Cleveland - United States, Hershey - United States, Charleston - United States, Jackson - United States, Dallas - United States, San Antonio - United States, Richmond - United States",2007-02,2005-09-02,2011-05-16,INTERVENTIONAL,PHASE1,Pfizer,INDUSTRY,hepatitis
NCT02692703,Unknown,COMPLETED,2016-04-22,"Chronic Hepatitis C, HCV, Hepatitis C Virus",glecaprevir/pibrentasvir,No locations listed,2017-04-13,2016-02-26,2021-07-13,INTERVENTIONAL,PHASE3,AbbVie,INDUSTRY,hepatitis
NCT00596843,Unknown,COMPLETED,2003-09,"HIV, Hepatitis C","Motivational interviewing, Educational intervention",Durham - United States,2006-11,2008-01-17,2017-03-01,INTERVENTIONAL,PHASE3,National Institute on Drug Abuse (NIDA),NIH,hepatitis
NCT00325143,Unknown,COMPLETED,2003-12-01,"Haemophilus Influenzae Type b, Diphtheria, Tetanus, Poliomyelitis, Acellular Pertussis","DTPa-HBV-IPV/Hib, DTPa-IPV/Hib vaccine","Singapore - Singapore, Singapore - Singapore, Singapore - Singapore",2007-02-01,2006-05-12,2018-06-06,INTERVENTIONAL,PHASE3,GlaxoSmithKline,INDUSTRY,hepatitis
NCT05361603,SCANVIR,RECRUITING,2017-05-24,"Hepatitis C, Transmission, Intravenous Drug Abuser, Addiction, Alcohol, Addiction Opiate, Hepatitis C Virus Infection, Response to Therapy of",No interventions listed,Limoges - France,2022-12-09,2022-05-04,2022-05-04,OBSERVATIONAL,Not Available,"University Hospital, Limoges",OTHER,hepatitis
NCT04326803,Unknown,UNKNOWN,2020-06-01,Hepatitis B,Hepatitis B recombinant vaccine,No locations listed,2022-06-30,2020-03-30,2020-03-31,INTERVENTIONAL,PHASE4,Pontificia Universidad Catolica de Chile,OTHER,hepatitis
NCT05560503,Unknown,COMPLETED,2017-01-01,Liver Fibrosis,No interventions listed,No locations listed,2022-04-30,2022-09-29,2022-09-29,OBSERVATIONAL,Not Available,Xiangya Hospital of Central South University,OTHER,hepatitis
NCT00155103,Unknown,UNKNOWN,2004-08,"Hepatitis B, Carcinoma, Hepatocellular, Polymorphism, Genetic",No interventions listed,Taipei - Taiwan,Unknown Date,2005-09-12,2007-03-21,OBSERVATIONAL,Not Available,National Taiwan University Hospital,OTHER,hepatitis
NCT02003703,CORE-HIV,COMPLETED,2015-05,"Hepatitis B, HIV",Recombinant Hepatitis B Virus Vaccine,Viña del Mar - Chile,2018-06,2013-12-06,2019-01-31,INTERVENTIONAL,PHASE3,Universidad de Valparaiso,OTHER,hepatitis
NCT00725803,Unknown,COMPLETED,2008-04,HCV Infection,"GS-9450, GS-9450 Placebo","Anaheim - United States, Washington - United States, Orlando - United States, Dallas - United States, San Antonio - United States, Frankfurt - Germany, Hamburg - Germany, Hannover - Germany, Mainz - Germany, Wurzburg - Germany, Amsterdam - Netherlands",2008-10,2008-07-31,2014-06-19,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT04222803,VIRGAD,UNKNOWN,2020-01-15,"Gallstone Attack, Viral Hepatitis",No interventions listed,No locations listed,2021-01-15,2020-01-10,2020-01-18,OBSERVATIONAL,Not Available,Göteborg University,OTHER,hepatitis
NCT00241943,Unknown,COMPLETED,2005-11,"Hepatitis C, Opiate Dependence",Hepatitis C educational video,Oakland - United States,2007-08,2005-10-19,2008-12-09,INTERVENTIONAL,NA,Organization to Achieve Solutions in Substance Abuse (OASIS),OTHER,hepatitis
NCT06298708,HAV-RCT,ACTIVE_NOT_RECRUITING,2024-04-27,"HAV, Hepatitis A, Hep A, Vaccine-Preventable Diseases","Mevac-A vaccine, Havrix 720 Junior",Chiang Mai - Thailand,2025-03,2024-03-07,2024-08-20,INTERVENTIONAL,PHASE3,Chiang Mai University,OTHER,hepatitis
NCT03818308,Unknown,COMPLETED,2019-05-28,"Hepatitis C, Acute Hepatitis C",Sofosbuvir and Velpatasvir,"Berlin-Friedrichshain - Germany, Berlin - Germany, Berlin - Germany, Bonn - Germany, Essen - Germany, Frankfurt - Germany, Hamburg - Germany, Hamburg - Germany, Hannover - Germany, Köln - Germany, Leipzig - Germany, München - Germany, Stuttgart - Germany, Würzburg - Germany",2021-06-08,2019-01-28,2021-07-06,INTERVENTIONAL,PHASE2,Hannover Medical School,OTHER,hepatitis
NCT01603108,Rifaximin,UNKNOWN,2012-03,Hepatitis C,"Rifaximin, Placebo",New York - United States,2016-12,2012-05-22,2016-04-22,INTERVENTIONAL,PHASE2,Columbia University,OTHER,hepatitis
NCT04378608,Unknown,COMPLETED,2017-01-05,Hepatitis C Virus Infection,OBV/PTV/r) ± ribavirin (RBV),No locations listed,2017-09-08,2020-05-07,2020-05-12,INTERVENTIONAL,PHASE2,Beni-Suef University,OTHER,hepatitis
NCT04017338,Unknown,UNKNOWN,2018-08-06,"Lung Transplant Infection, Heart Transplant Infection, Kidney Transplant Infection, Kidney Pancreas Infection, Hepatitis C","Glecaprevir 300 MG / Pibrentasvir 120 MG Oral Tablet, Ezetimibe 10Mg Oral Tablet, Ex Vivo Lung Perfusion",Toronto - Canada,2020-12-31,2019-07-12,2019-07-12,INTERVENTIONAL,PHASE3,Jordan Feld,OTHER,hepatitis
NCT03111108,Unknown,COMPLETED,2017-06-20,Hepatitis C Virus (HCV) Infection,EBR/GZR (50 mg/100 mg) FDC,"Amiens - France, Besancon - France, Creteil - France, Genoble - France, Limoges - France, Montpellier - France, Nice - France, Orleans - France, Paris - France, Paris - France, Paris - France, Toulouse - France, Vandoeuvre les Nancy - France",2018-10-15,2017-04-12,2020-06-09,INTERVENTIONAL,PHASE4,Merck Sharp & Dohme LLC,INDUSTRY,hepatitis
NCT02323308,ANRSHBEP03,COMPLETED,2010-12,"HIV Infection, Hepatitis B",blood sampling,Dijon - France,2014-06,2014-12-23,2014-12-23,OBSERVATIONAL,Not Available,"ANRS, Emerging Infectious Diseases",OTHER_GOV,hepatitis
NCT01517308,Unknown,WITHDRAWN,2012-05,Chronic Hepatitis C,pegylated interferon alpha 2a + ribavirin,Naples - Italy,2015-11,2012-01-25,2012-03-19,INTERVENTIONAL,PHASE3,Federico II University,OTHER,hepatitis
NCT03349008,MAGIC-101,UNKNOWN,2017-11-25,"Chronic Hepatitis b, Liver Inflammation","Entecavir, Magnesium Isoglycyrrhizinate, Diammonium Glycyrrhizinate, Magnesium Isoglycyrrhizinate Placebo, Diammonium Glycyrrhizinate Placebo",No locations listed,2019-12-31,2017-11-21,2017-11-21,INTERVENTIONAL,PHASE4,Cttq,INDUSTRY,hepatitis
NCT00260208,Unknown,TERMINATED,2006-01,"Liver Transplant, Hepatitis C","Cyclosporine A, Tacrolimus","East Hanover - United States, Zurich - Switzerland",2010-09,2005-12-01,2011-12-06,INTERVENTIONAL,PHASE4,Novartis Pharmaceuticals,INDUSTRY,hepatitis
NCT05102838,Unknown,NOT_YET_RECRUITING,2021-11-01,"Hepatitis B, Hepatitis C",Anti-virus treatment,No locations listed,2025-08-30,2021-11-02,2021-11-02,OBSERVATIONAL,Not Available,Sun Yat-sen University,OTHER,hepatitis
NCT02636608,VERITAS,COMPLETED,2015-11-27,Chronic Hepatitis C,No interventions listed,No locations listed,2018-05-23,2015-12-22,2019-07-26,OBSERVATIONAL,Not Available,AbbVie,INDUSTRY,hepatitis
NCT03801538,Unknown,UNKNOWN,2019-01-01,Chronic Hepatitis B,"Peginterferon Alfa, Nucleoside Analog (Substance)",Guangzhou - China,2020-12,2019-01-11,2019-01-15,INTERVENTIONAL,PHASE4,"Third Affiliated Hospital, Sun Yat-Sen University",OTHER,hepatitis
NCT04971538,Unknown,UNKNOWN,2021-11-29,"Hepatitis C, Diagnostic Self Evaluation",OraQuick® HCV Self-Test,Karachi - Pakistan,2022-03,2021-07-21,2022-02-28,INTERVENTIONAL,NA,"Foundation for Innovative New Diagnostics, Switzerland",OTHER,hepatitis
NCT00823550,Unknown,UNKNOWN,2009-01,"Hepatitis B, Chronic","Entecavir, Lamivudine","Seoul - Korea, Republic of",2014-07,2009-01-15,2010-12-16,INTERVENTIONAL,PHASE4,Yonsei University,OTHER,hepatitis
NCT01331850,Unknown,COMPLETED,2011-05,"Hepatitis C, Chronic","Copegus, Copegus, Pegasys, Pegasys, RO5024048, danoprevir, ritonavir","La Jolla - United States, Long Beach - United States, Sacramento - United States, San Diego - United States, Aurora - United States, Orlando - United States, Decatur - United States, Chicago - United States, New Orleans - United States, Detroit - United States, Manhasset - United States, New York - United States, Chapel Hill - United States, Medford - United States, Providence - United States, Nashville - United States, Houston - United States, San Antonio - United States, San Antonio - United States, Darlinghurst - Australia, Kingswood - Australia, Westmead - Australia, Adelaide - Australia, Melbourne - Australia, Melbourne - Australia, Wien - Austria, Porto Alegre - Brazil, Ribeirao Preto - Brazil, Calgary - Canada, Edmonton - Canada, Vancouver - Canada, Vancouver - Canada, Vancouver - Canada, London - Canada, Ottawa - Canada, Toronto - Canada, La Tronche - France, Paris - France, Paris - France, Pessac - France, Vandoeuvre-les-nancy - France, Berlin - Germany, Essen - Germany, Kiel - Germany, Tübingen - Germany, Napoli - Italy, Milano - Italy, Pavia - Italy, Pisa - Italy, Guadalajara - Mexico, Guadalajara - Mexico, Bydgoszcz - Poland, Czeladz - Poland, Kielce - Poland, Warszawa - Poland, Łodz - Poland, San Juan - Puerto Rico, Badalona - Spain, Barcelona - Spain, Madrid - Spain, Madrid - Spain, Sevilla - Spain, Birmingham - United Kingdom, Dundee - United Kingdom, London - United Kingdom, London - United Kingdom, Manchester - United Kingdom",2013-01,2011-04-08,2016-11-02,INTERVENTIONAL,PHASE2,Hoffmann-La Roche,INDUSTRY,hepatitis
NCT01429155,Unknown,COMPLETED,2011-08,Hepatitis C,Interleukin 28B genotype,Detroit - United States,2013-01,2011-09-05,2014-09-17,OBSERVATIONAL,Not Available,Henry Ford Health System,OTHER,hepatitis
NCT03831555,Unknown,COMPLETED,2017-06-05,Hepatitis C,PREP-C,Atlanta - United States,2018-05-01,2019-02-06,2019-02-06,INTERVENTIONAL,NA,Emory University,OTHER,hepatitis
NCT00155155,Unknown,COMPLETED,2005-05,Hepatitis B,No interventions listed,Taipei - Taiwan,2008-04,2005-09-12,2008-12-02,OBSERVATIONAL,Not Available,National Taiwan University Hospital,OTHER,hepatitis
NCT02259855,Unknown,COMPLETED,2006-01-01,Hepatic Insufficiency,"Tipranavir, Ritonavir, Pegylated interferon, Ribavirin",No locations listed,2008-10-01,2014-10-09,2025-01-22,INTERVENTIONAL,PHASE1,Boehringer Ingelheim,INDUSTRY,hepatitis
NCT02932150,Unknown,RECRUITING,2016-11,Chronic Hepatitis B,"TAF, Placebo","Los Angeles - United States, San Diego - United States, San Francisco - United States, Aurora - United States, Miami - United States, Orlando - United States, Atlanta - United States, Indianapolis - United States, Baltimore - United States, Minneapolis - United States, Kansas City - United States, Omaha - United States, Bronx - United States, Cincinnati - United States, Columbus - United States, Nashville - United States, Dallas - United States, Fort Worth - United States, Houston - United States, San Antonio - United States, Seattle - United States, Morgantown - United States, Brussels - Belgium, Toronto - Canada, Vancouver - Canada, Shatin - Hong Kong, Ahmedabad - India, Jaipur - India, Kanpur - India, Kolkata - India, Lucknow - India, Mumbai - India, Mumbai - India, Nagpur - India, Nagpur - India, Nagpur - India, New Delhi - India, Surat - India, Varanasi - India, Bologna - Italy, Daegu - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Auckland - New Zealand, Bucharest - Romania, Bucharest - Romania, Krasnoyarsk - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Moscow - Russian Federation, Saint-Petersburg - Russian Federation, Saint-Petersburg - Russian Federation, Tatarstan - Russian Federation, Tolyatti - Russian Federation, Kaohsiung City - Taiwan, Kaohsiung - Taiwan, Tainan - Taiwan, Taipei - Taiwan, Taipei - Taiwan, Taoyuan - Taiwan",2025-08,2016-10-13,2024-11-20,INTERVENTIONAL,PHASE2,Gilead Sciences,INDUSTRY,hepatitis
NCT03905655,Unknown,COMPLETED,2019-10-22,Chronic Hepatitis B,"Placebo Oral Tablet, Nitazoxanide",Singapore - Singapore,2021-03-10,2019-04-05,2023-11-07,INTERVENTIONAL,PHASE2,Romark Laboratories L.C.,INDUSTRY,hepatitis
NCT05567614,Unknown,UNKNOWN,2022-10-20,"Fibrosis, Liver",Liver Fibroscan,Assiut - Egypt,2023-08-15,2022-10-05,2022-10-05,OBSERVATIONAL,Not Available,Assiut University,OTHER,hepatitis
NCT03313414,Unknown,WITHDRAWN,2019-08-13,Hepatitis C,Sofosbuvir/Velpatasvir Treatment for 14 days,Boston - United States,2020-01,2017-10-18,2020-01-21,INTERVENTIONAL,PHASE4,Massachusetts General Hospital,OTHER,hepatitis
NCT04896255,OASIS,RECRUITING,2021-05-10,Chronic Hepatitis b,"peginterferon alpha based regimen, nucleos(t)ide",Shanghai - China,2025-07-25,2021-05-21,2021-05-21,OBSERVATIONAL,Not Available,Huashan Hospital,OTHER,hepatitis
