pubmed_id,title,keywords,journal,abstract,methods,results,conclusions,copyrights,doi,publication_date,authors
39975468,Meaningful to whom? Minimal clinically important differences and the priorities of individuals living with dementia for everyday function.,"dementia, detection, disease continuum, everyday function, minimally clinically important difference","Alzheimer's & dementia (New York, N. Y.)","Alzheimer's disease and Alzheimer's disease related dementias (AD/ADRD) have a significant impact on an individual's functional cognitive abilities, highlighting the need to prioritize measures of function in evaluating minimally clinically important difference (MCID) thresholds in AD/ADRD research. Input directly from individuals living with AD/ADRD on measures of function are lacking in MCID discussions, including what it means to live with AD/ADRD and what type and degree of improvements are most meaningful across the disease continuum. Most measures for assessing function in AD/ADRD trials are largely focused on basic and instrumental activities of daily living (BADL, IADL), which lack aspects of everyday function that matter most to individuals living with AD/ADRD. Expanding outcome evaluation to other dimensions of everyday function and diversifying measurement approaches is essential for optimizing inclusion of personally meaningful aspects of everyday function prioritized by individuals living with AD/ADRD and improving detection of potentially more sensitive changes in functioning. This perspective outlines four directions to expand and integrate what matters most to individuals living with AD/ADRD into trial outcome evaluation, including (1) consideration of how what matters most to individuals living with AD/ADRD may change across the disease continuum from mild to advanced dementia, (2) identification and evaluation of goals around strengths-based domains such as social participation rather than solely emphasizing deficits and losses, (3) utilization of goal-attainment scaling to more specifically match individually-specific functional goals, and (4) strengthening the inclusion and use of self-report and performance-based measures of function and triangulating these measures with informant-report measures.
Alzheimer's disease and Alzheimer's disease related dementias (AD/ADRD) have a significant impact on an individual' functional cognitive abilities, of which changes in these abilities are measured through detection of minimally clinically important difference (MCID) thresholds to determine the effectiveness of AD/ADRD clinical trials.Widely used measures for assessing MCID thresholds in AD/ADRD trials focus on basic and instrumental activities of daily living, presenting opportunities to expand measurement of MCID to account for other dimensions of everyday function that are prioritized by individuals living with AD/ADRD.To expand outcome evaluation and improve integration of aspects of functioning that matter most to people living with AD/ADRD, we identify opportunities to incorporate more diverse strategies via goal-attainment scaling, self-report, and performance-based measures as appropriate. We also highlight the importance of incorporating strengths-based domains such as social participation, moving beyond deficit-focused assessment of functioning.",,,,© 2025 The Author(s). Alzheimer's & Dementia: Translational Research & Clinical Interventions published by Wiley Periodicals LLC on behalf of Alzheimer's Association.,10.1002/trc2.70052,2025-02-20,"Andrea Gilmore-Bykovskyi, Kayla Dillon, Beth Fields, Clark Benson, Dorothy Farrar Edwards"
39975465,Clinically meaningful outcomes in Alzheimer's disease and Alzheimer's disease related dementias trials.,"Alzheimer's disease and Alzheimer's disease related dementias (AD/ADRD), biomarkers, clinical trials, cognition, disease‐modifying therapies function, lived experience, psychometrics","Alzheimer's & dementia (New York, N. Y.)","On March 12-14, 2024, the National Institute on Aging (NIA) together with the National Institute of Neurological Disorders and Stroke (NINDS) led a workshop exploring clinically meaningful changes in the context of Alzheimer's Disease and Alzheimer's Disease Related Dementias (AD/ADRD) clinical trials (https://www.nia.nih.gov/research/dbsr/workshops/clinically-meaningful-outcomes-ad-adrd-trials). The goals were to identify research gaps, opportunities, and tools to advance patient-centered, equitable assessment of clinically meaningful change focused on biomarker status, cognition, and everyday function. The workshop fostered robust, multidisciplinary discussion between lived experience experts, advocates, researchers, clinicians, funders, payers, and regulators. The workshop addressed the criteria used to assess whether an intervention has had a clinically meaningful impact, including consideration of both benefit and harm. Here, we report on (1) criteria to consider for development, testing, and selection of clinically meaningful outcomes in AD/ADRD clinical trials; (2) methods to validate and customize clinically meaningful outcomes that are fit-for-purpose; and (3) practices that will ensure that clinically meaningful outcomes are applicable to diverse populations.",,,,© 2025 The Author(s). Alzheimer's & Dementia: Translational Research & Clinical Interventions published by Wiley Periodicals LLC on behalf of Alzheimer's Association.,10.1002/trc2.70058,2025-02-20,"Luke E Stoeckel, Elena M Fazio, Kristina K Hardy, Nicole Kidwiler, Kristina A McLinden, Benfeard Williams"
39974075,"Safety and efficacy of long-term gantenerumab treatment in dominantly inherited Alzheimer's disease: an open label extension of the phase 2/3 multicentre, randomised, double-blind, placebo-controlled platform DIAN-TU Trial.",,medRxiv : the preprint server for health sciences,"Amyloid-plaque removal by monoclonal antibody therapies slows clinical progression in symptomatic Alzheimer's disease; however, the potential for delaying the onset of clinical symptoms in asymptomatic people is unknown. The Dominantly Inherited Alzheimer Network Trials Unit (DIAN-TU) is an ongoing platform trial assessing the safety and efficacy of multiple investigational products in participants with dominantly inherited Alzheimer's disease (DIAD) caused by mutations. On the basis of findings of amyloid removal and downstream biological effects from the gantenerumab arm of the platform trial, we continued a 3-year open-label extension (OLE) study to assess the safety and efficacy of long-term treatment with high doses of gantenerumab.
The randomised, placebo-controlled, double-blind, phase 2/3 multi-arm trial (DIAN-TU-001) assessed solanezumab or gantenerumab versus placebo in participants who were between 15 years before to 10 years after their estimated years to symptom onset and had a Clinical Dementia Rating (CDR) global score of 0 (cognitively normal) to 1 (mild dementia). This study was followed by an OLE study of gantenerumab treatment, conducted at 18 study sites in Australia, Canada, France, Ireland, Puerto Rico, Spain, the UK, and USA. For inclusion in the OLE, participants at risk for DIAD had participated in the double-blind period of DIAN-TU-001 and were required to know their mutation status. We investigated increasing doses of gantenerumab up to 1500 mg subcutaneous every 2 weeks. Due to the lack of a regulatory path for gantenerumab, the study was stopped early after a pre-specified interim analysis (when most participants had completed 2 years of treatment) of the clinical measure CDR-SB. The primary outcome for the final analysis was the amyloid plaque measure PiB-PET SUVR at 3 years, assessed in the modified intention to treat population (defined as participants who received any gantenerumab treatment post-OLE baseline, had at least one PiB-PET SUVR assessment prior to gantenerumab treatment, and a post-baseline assessment). All participants who received at least one dose of study drug in the OLE were included in the safety analysis. DIAN-TU-001 (NCT01760005) and the OLE (NCT06424236) are registered with clinicaltrials.gov.
Of 74 participants who were recruited into the OLE study between June 3, 2020 and April 22, 2021, 73 were enrolled and received gantenerumab treatment. 47 (64%) stopped dosing due to early termination of the study by the sponsor, and 13 (18%) prematurely discontinued the study for other reasons. The mITT population for the primary analysis comprised 55 participants. At the interim analysis, the hazard ratio for clinical decline of CDR-SB in asymptomatic mutation carriers was 0.79 (n=53, 95% CI 0.47 to 1.32) for participants who were treated with gantenerumab in either the double-blind or OLE period (Any Gant), and 0.53 (n=22, 0.27 to 1.03) for participants who were treated with gantenerumab the longest (Longest Gant). At the final analysis, the adjusted mean change from OLE baseline to year 3 in PiB-PET SUVR was -0.71 SUVR (95% CI -0.88 to -0.53, p<0.0001). Amyloid-related imaging abnormalities occurred in 53% (39/73) of participants: 47% (34/73) with microhaemorrhages, 30% (22/73) with oedema, and 6% (5/73) were associated with symptoms. No treatment-associated macrohaemorrhages or deaths occurred.
Partial or short-term amyloid removal did not show significant clinical effects. However, long-term full amyloid removal potentially delayed symptom onset and dementia progression. Conclusions are limited due to the OLE design and use of external controls and need to be confirmed in long term trials.
National Institutes on Aging, Alzheimer's Association, GHR, F. Hoffmann-La Roche, Ltd/Genentech.",,,,,10.1101/2024.10.29.24316289,2025-02-20,"Randall J Bateman, Yan Li, Eric M McDade, Jorge J Llibre-Guerra, David B Clifford, Alireza Atri, Susan L Mills, Anna M Santacruz, Guoqiao Wang, Charlene Supnet, Tammie L S Benzinger, Brian A Gordon, Laura Ibanez, Gregory Klein, Monika Baudler, Rachelle S Doody, Paul Delmar, Geoffrey A Kerchner, Tobias Bittner, Jakub Wojtowicz, Azad Bonni, Paulo Fontoura, Carsten Hofmann, Luka Kulic, Jason Hassenstab, Andrew J Aschenbrenner, Richard J Perrin, Carlos Cruchaga, Alan E Renton, Chengjie Xiong, Alison A Goate, John C Morris, David M Holtzman, B Joy Snider, Catherine Mummery, William S Brooks, David Wallon, Sarah B Berman, Erik Roberson, Colin L Masters, Douglas R Galasko, Suman Jayadev, Rachel Sanchez-Valle, Jeremie Pariente, Justin Kinsella, Christopher H van Dyck, Serge Gauthier, Ging-Yuek Robin Hsiung, Mario Masellis, Bruno Dubois, Lawrence S Honig, Clifford R Jack, Alisha Daniels, David Aguillón, Ricardo Allegri, Jasmeer Chhatwal, Gregory Day, Nick Fox, Edward Huey, Takeshi Ikeuchi, Mathias Jucker, Jae-Hong Lee, Allan I Levey, Johannes Levin, Francisco Lopera, JeeHoon Roh, Pedro Rosa-Neto, Peter R Schofield, None None"
39974024,The association of umbilical cord blood neurofilament light with non-reassuring fetal status: a prospective observational study.,"HIE, Neurofilament light, asphyxia, hypoxic–ischaemic encephalopathy, umbilical cord blood",medRxiv : the preprint server for health sciences,"Early detection of hypoxic-ischaemic encephalopathy (HIE) in neonates is critical. We conducted a pilot cohort study to determine the feasibility of collecting umbilical cord blood samples for neurofilament light (NfL) and to assess the association of NfL with non-reassuring fetal status and other cord biomarkers.
Prospective cohort study.
A single, large tertiary and quaternary referral hospital.
108 maternal participants consenting to donate cord blood.
Umbilical cord venous blood plasma NfL levels.
(1) Feasibility of cord NfL sample collection and analysis; (2) Association of NfL with non-reassuring fetal status (CTG changes and/or documented non-reassuring fetal status), NICU admission and length of stay; (3) Correlation of NfL with other cord biomarkers.
Cord NfL was higher in preterm neonates, and was correlated with cord lactate, pH, and base excess. After controlling for mode of delivery and gestational age, NfL (OR = 2.29, 95%CI: 1.15 to 5.57), but not pH (OR = 0.78, 95%CI: 0.42 to 1.41), base excess (OR = 0.83, 95%CI: 0.37 to 1.86), or lactate (OR = 1.06, 95%CI: 0.51 to 2.12) was associated with non-reassuring fetal status. NfL levels were higher in neonates admitted to NICU (median (IQR): 11.3 (7) versus 8.5 (5.1)).
Cord blood NfL analysis was feasible and provided correlates of adverse outcomes. Higher venous cord blood NfL levels were associated with non-reassuring fetal status. Further research is needed to validate these findings and establish the role of NfL, if any, in clinical practice.",,"Cord NfL was higher in preterm neonates, and was correlated with cord lactate, pH, and base excess. After controlling for mode of delivery and gestational age, NfL (OR = 2.29, 95%CI: 1.15 to 5.57), but not pH (OR = 0.78, 95%CI: 0.42 to 1.41), base excess (OR = 0.83, 95%CI: 0.37 to 1.86), or lactate (OR = 1.06, 95%CI: 0.51 to 2.12) was associated with non-reassuring fetal status. NfL levels were higher in neonates admitted to NICU (median (IQR): 11.3 (7) versus 8.5 (5.1)).",,,10.1101/2025.01.23.25320706,2025-02-20,"David Zalcberg, Kaitlin Kramer, Emma Payne, Thomas Payne, Shreeya Marathe, Neha Mahajan, Ashly Liu, Jessica Barry, Andrew Duckworth, Mitchell Brookes, Bradley de Vries, Fernando Gonzalez-Ortiz, Kaj Blennow, Henrik Zetterberg, Adrienne Gordon, Benjamin Moran, Helen Manning, Robert D Sanders"
39973500,A possible pathway to freezing of gait in Parkinson's disease.,"Parkinson's disease, amyloid, freezing of gait, inflammation, norepinephrine",Journal of Parkinson's disease,"Freezing of gait (FOG), a common, perplexing gait disorder observed in Parkinson's disease (PD), is a leading cause of injurious falls and contributes significantly to social isolation. Unlike other PD cardinal features, FOG appears to develop independently, and its heterogeneity presents challenges for both definition and measurement. The pathophysiological mechanisms underlying FOG remain poorly understood, limiting the development of effective treatments. Although the roles of specific, targetable biomarkers in FOG development remain unidentified, evidence suggests that it is likely multimodal, potentially involving extranigral transmitter circuits. The diversity of FOG phenotypes may also reflect underlying differences in pathophysiology. In this paper, we first present evidence that FOG may occur independently of dopaminergic influence. We then review an expanding body of research supporting the hypothesis that FOG arises from a dysfunctional pathophysiological feedback loop, involving norepinephrine (NE) depletion, neuroinflammation, and amyloid-β (Aβ) accumulation. This biological disruption occurs concurrently with, but distinct from, the primary dopaminergic pathology of PD. When they occur on the background of dopamine loss, the interactions between NE, Aβ, and inflammation, as observed in Alzheimer's disease models, may similarly play a critical role in the development of FOG in PD and could serve as pathobiological markers. The proposed changes in the pathophysiological loop might even precede its onset, highlighting the need for further investigation. A deeper understanding of the involvement of Aβ, NE, and inflammatory markers in FOG could pave the way for rapid clinical trials to test existing amyloid-clearing therapies and noradrenergic drugs in appropriate patient populations.
Parkinson's disease (PD) is a progressive neurological disease associated with the loss of dopamine in the brain. Freezing of gait (FOG) is a complex abnormality of walking seen in people with PD where they feel like their feet are glued to the floor. It is common (affecting up to 60% of patients), a leading cause of injurious falls and contributes significantly to social isolation. It appears to develop and progress separately from other clinical symptoms of PD. Cognitive impairment is frequently associated with FOG. The cause is unknown, and treatment is limited. It is well known that there are several types of FOG suggesting that there might be more than one cause. There is also information suggesting that FOG, in some cases, may occur independent of the loss of dopamine that typically occurs in PD. In this paper we review information supporting that notion. Then, we develop our hypothesis of a different chemical pathway as a possible cause of FOG. This pathway involves the protein amyloid (too much in the brain) and the chemical norepinephrine (too little in the brain), both have been previously related to the development of Alzheimer's disease. We review the literature (including some of our work) that supports the possible role of this chemical pathway in the development of FOG. A deeper understanding of this chemical pathway in FOG could pave the way for the development of new effective drugs in appropriate patient populations.",,,,,10.1177/1877718X241308487,2025-02-20,"Stewart A Factor, David Weinshenker, J Lucas McKay"
39973487,Biological definitions of synucleinopathies should be anchored in clinical trajectories and encompass the complex biology of the disease.,"Parkinson's disease, biomarkers, neurodegeneration",Journal of Parkinson's disease,"Recently, two proposals for defining Parkinson's disease and its related pathogenic processes have been published. In this viewpoint, we discuss the primary drivers behind these efforts, the future directions, and the challenges that must be addressed. While finding biomarkers is a mandatory step for better precision medicine and optimal patient stratification in therapeutic trials, we argue that a biological definition of Parkinson's disease based on a single biomarker will struggle to account for the complexity of the mechanisms involved in developing the disease. Additionally, a biological definition of asymptomatic patients should rely on a thorough understanding of patients' clinical trajectories, which is currently not the case in synucleinopathies.
Two recent articles proposed a biological definition of Parkinson's disease, highlighting the importance of detecting aggregated alpha-synuclein in biofluids or tissues. This viewpoint explores the motivations behind these proposals, their potential implications, and the challenges they face. It emphasizes that relying on a single biomarker to define Parkinson's disease is unlikely to capture its complexity. The authors advocate for combining clinical and biological insights. They also discuss parallels with Alzheimer's disease and how similar approaches influenced its diagnosis and therapeutic development.",,,,,10.1177/1877718X241313443,2025-02-20,"David Bendetowicz, Vincent Planche, Erwan Bezard, Benjamin Dehay, Wassilios G Meissner"
39967803,Hyperthermia and targeting heat shock proteins: innovative approaches for neurodegenerative disorders and Long COVID.,"Long COVID, heat shock, hyperthermia, neurodegenerative disorders, serotonin",Frontiers in neuroscience,"Neurodegenerative diseases (NDs) and Long COVID represent critical and growing global health challenges, characterized by complex pathophysiological mechanisms including neuronal deterioration, protein misfolding, and persistent neuroinflammation. The emergence of innovative therapeutic approaches, such as whole-body hyperthermia (WBH), offers promising potential to modulate underlying pathophysiological mechanisms in NDs and related conditions like Long COVID. WBH, particularly in fever-range, enhances mitochondrial function, induces heat shock proteins (HSPs), and modulates neuroinflammation-benefits that pharmacological treatments often struggle to replicate. HSPs such as HSP70 and HSP90 play pivotal roles in protein folding, aggregation prevention, and cellular protection, directly targeting pathological processes seen in NDs like Alzheimer's, Parkinson's, and Huntington's disease. Preliminary findings also suggest WBH's potential to alleviate neurological symptoms in Long COVID, where persistent neuroinflammation and serotonin dysregulation are prominent. Despite the absence of robust clinical trials, the therapeutic implications of WBH extend to immune modulation and the restoration of disrupted physiological pathways. However, the dual nature of hyperthermia's effects-balancing pro-inflammatory and anti-inflammatory responses-emphasizes the need for dose-controlled applications and stringent patient monitoring to minimize risks in vulnerable populations. While WBH shows potential interest, significant challenges remain. These include individual variability in response, limited accessibility to advanced hyperthermia technologies, and the need for standardized clinical protocols. Future research must focus on targeted clinical trials, biomarker identification, and personalized treatment strategies to optimize WBH's efficacy in NDs and Long COVID. The integration of WBH into therapeutic paradigms could mark a transformative step in addressing these complex conditions.",,,,Copyright © 2025 Smadja and Abreu.,10.3389/fnins.2025.1475376,2025-02-19,"David M Smadja, M Marc Abreu"
39966022,Eligibility for donanemab trial in a population-based study of cognitive aging.,"Clinical trials, Donanemab, Eligibility",The journal of prevention of Alzheimer's disease,"The study aimed to assess eligibility for donanemab phase 3 trial in participants of the Mayo Clinic Study of Aging with mild cognitive impairment (MCI) or mild dementia consistent with Alzheimer's disease (AD) clinical syndrome, positive brain amyloid burden, and available tau PET. There were 817 study participants, 60-85 years old, with MCI or dementia consistent with AD clinical syndrome. Applying the Mini-Mental State Examination criteria (20 to 28) and excluding participants with imaging contraindications reduced the sample to 769; 275 participants had amyloid PET available, of whom 130 had also tau PET at the same visit; 56 participants were amyloid positive, had tau PET available at the same visit, and of those, 27 had evidence of tau pathology measured by 18F-flortaucipir PET imaging. Additional eligibility criteria reduced the eligible participants to 23 % (13 out of 56 participants). Neuroimaging findings, central nervous system exclusions, and history of malignancy were the major exclusions.",,,,Copyright © 2025 Mayo Foundation for Medical Education and Research. Note: https://www.mayoclinic.org/copyright/. Published by Elsevier Masson SAS.. All rights reserved.,10.1016/j.tjpad.2025.100088,2025-02-19,"Katherine E Jones, Jeremiah A Aakre, Anna M Castillo, Vijay K Ramanan, Walter K Kremers, Clifford R Jack, Prashanthi Vemuri, Christopher G Schwarz, Val J Lowe, David S Knopman, Ronald C Petersen, Jonathan Graff-Radford, Maria Vassilaki"
39965994,Utilization of precision medicine digital twins for drug discovery in Alzheimer's disease.,"Alzheimer's disease, Artificial intelligence (AI), Digital twins, Drug discovery, Drug repurposing, Precision medicine",Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,"Alzheimer's disease (AD) presents significant challenges in drug discovery and development due to its complex and poorly understood pathology and etiology. Digital twins (DTs) are recently developed virtual real-time representations of physical entities that enable rapid assessment of the bidirectional interaction between the virtual and physical domains. With recent advances in artificial intelligence (AI) and the growing accumulation of multi-omics and clinical data, application of DTs in healthcare is gaining traction. Digital twin technology, in the form of multiscale virtual models of patients or organ systems, can track health status in real time with continuous feedback, thereby driving model updates that enhance clinical decision-making. Here, we posit an additional role for DTs in drug discovery, with particular utility for complex diseases like AD. In this review, we discuss salient challenges in AD drug development, including complex disease pathology and comorbidities, difficulty in early diagnosis, and the current high failure rate of clinical trials. We also review DTs and discuss potential applications for predicting AD progression, discovering biomarkers, identifying new drug targets and opportunities for drug repurposing, facilitating clinical trials, and advancing precision medicine. Despite significant hurdles in this area, such as integration and standardization of dynamic medical data and issues of data security and privacy, DTs represent a promising approach for revolutionizing drug discovery in AD.",,,,Copyright © 2025 The Authors. Published by Elsevier Inc. All rights reserved.,10.1016/j.neurot.2025.e00553,2025-02-19,"Yunxiao Ren, Andrew A Pieper, Feixiong Cheng"
39963592,Role of alpha-synuclein seed amplification assay in Parkinson's disease clinical trials: A case of misdiagnosis.,"Alpha-synuclein, Clinical trial, Multiple System Atrophy, Parkinson’s disease",Clinical parkinsonism & related disorders,"•Early differentiation between PD and atypical parkinsonism is challenging.•Variability in diagnosis can weaken statistical power in trials.•Precise diagnostic tools are needed for trial population homogeneity.•This patient initially diagnosed with PD, was diagnosed with MSA via CSF αSyn-SAA.•Adding αSyn-SAA to inclusion criteria could enhance subject selection in trials.",,,,© 2024 Published by Elsevier Ltd.,10.1016/j.prdoa.2024.100274,2025-02-18,"Emily Tharp, Juan D Martinez-Lemus, Mya C Schiess, Timothy M Ellmore, Jessika Suescun, Mohammad Shahnawaz"
39961877,Molecular pathways: the quest for effective MAO-B inhibitors in neurodegenerative therapy.,"Alzheimer’s disease, Clinical trials, Drug development, MAO-B inhibitors, Molecular pathways, Neurodegenerative diseases, Neuroprotection, Oxidative stress, Parkinson’s disease, Therapeutic strategy",Molecular biology reports,"Neurodegenerative diseases like Parkinson's and Alzheimer's are a global health challenge due to their progressive degeneration, leading to cognitive decline and motor dysfunction. Monoamine oxidase B (MAO-B) enzyme is implicated in neurodegeneration, and developing inhibitors could be a promising therapeutic strategy. This review explores MAO-B activity molecular pathways, evaluates MAO-B inhibitors in neurodegenerative therapy, identifies challenges, and suggests future research directions. This review synthesizes findings from a range of scientific literature, including experimental studies, clinical trials, and biochemical analyses that focus on the role of MAO-B in neurodegeneration. Information was gathered from databases such as PubMed, Scopus, and Web of Science, ensuring a comprehensive overview of recent advancements in MAO-B inhibition strategies. The review reveals several promising MAO-B inhibitors that have demonstrated efficacy in preclinical models, as well as some that have progressed to clinical trials. Compounds such as rasagiline and selegiline have shown neuroprotective effects and benefits in symptom management in patients with Parkinson's disease. Furthermore, the review discusses novel inhibitors that target specific molecular pathways, enhancing the potential for improved therapeutic outcomes. However, several inhibitors also present challenges regarding their selectivity, side effects, and long-term efficacy. Research on MAO-B inhibitors for neurodegenerative diseases is crucial, with ongoing studies aiming for selective, potent molecules with fewer side effects and multimodal therapies.",,,,"© 2025. The Author(s), under exclusive licence to Springer Nature B.V.",10.1007/s11033-025-10349-x,2025-02-18,"Mega Obukohwo Oyovwi, Onoriode Andrew Udi, Adedeji David Atere, Gregory Uchechukwu Joseph, Udoji Godsday Ogbutor"
39960781,Hydromethylthionine sustains truncated tau-dependent inflammation-lowering effects in mouse brain.,"Alzheimer's disease, Tau protein, frontotemporal dementia, hydromethylthionine, neuroinflammation",The FEBS journal,"Tauopathies are a heterogeneous mixture of neurodegenerative disorders, including Alzheimer's disease and frontotemporal dementia (FTD), characterised by the accumulation of tau filaments in brain tissue. Tau protein aggregation is inhibited by hydromethylthionine (HMT), an effect that appeared to be prevented in clinical trials for subjects already receiving acetylcholinesterase inhibitors or memantine. Since neuroinflammatory responses are associated with tauopathies, we investigated the effect of HMT on the brain immune response and inflammatory status in line 66 (L66) mice, an FTD-like model overexpressing human tau, in the presence of memantine. We determined whether HMT (5 and 15 mg·kg",,,,© 2025 The Author(s). The FEBS Journal published by John Wiley & Sons Ltd on behalf of Federation of European Biochemical Societies.,10.1111/febs.70021,2025-02-17,"Renato X Santos, Sophie H Lee, Richard Lofthouse, Valeria Melis, Lianne Robinson, Michael Leith, Eline Dreesen, Paul Armstrong, Thomas Vorley, Elizabeth A Goatman, Claire Hull, Gernot Riedel, Claude M Wischik, Charles R Harrington"
39960672,Efficacy and Safety of Zilucoplan in Amyotrophic Lateral Sclerosis: A Randomized Clinical Trial.,,JAMA network open,"The etiology of amyotrophic lateral sclerosis (ALS), a fatal neurodegenerative disease, is unknown. However, neuroinflammation and complement activation may play a role in disease progression.
To determine the effects of zilucoplan, an inhibitor of complement C5, in individuals with ALS.
Zilucoplan was tested as regimen A of the HEALEY ALS Platform Trial, a phase 2 to 3 multicenter, randomized, double-blind, placebo-controlled perpetual platform clinical trial with sharing of trial infrastructure and placebo data across multiple regimens. Regimen A was conducted from August 17, 2020, to May 4, 2022. A total of 162 participants were randomized to receive zilucoplan (122 [75.3%]) or regimen-specific placebo (40 [24.7%]). An additional 124 concurrently randomized participants were randomized to receive placebo in other regimens.
Eligible participants were randomized in a 3:1 ratio to receive zilucoplan or matching placebo within strata of edaravone and/or riluzole use for a planned duration of 24 weeks. Active drug (zilucoplan, 0.3 mg/kg) and placebo were provided for daily subcutaneous dosing.
The primary end point was change in disease severity from baseline through 24 weeks as measured by the Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R) total score and survival, analyzed using a bayesian shared-parameter model and reported as disease rate ratio (DRR; <1 indicating treatment benefit). The study included prespecified rules for early stopping for futility. Outcome analyses were performed in the full analysis set comparing the zilucoplan group with the total shared placebo group (n = 164).
Among the 162 participants who were randomized (mean [SD] age, 59.6 [11.3]; 99 [61.1%] male), 115 (71.0%) completed the trial. The estimated DRR common to ALSFRS-R and survival was 1.08 (95% credible interval, 0.87-1.31; posterior probability of superiority, 0.24). The trial was stopped early for futility. No unexpected treatment-related risks were identified.
In this randomized clinical trial of zilucoplan in ALS, treatment did not alter disease progression. The adaptive platform design of the HEALEY ALS Platform Trial made it possible to test a new investigational product with efficient use of time and resources.
ClinicalTrials.gov Identifier: NCT04297683.",,"Among the 162 participants who were randomized (mean [SD] age, 59.6 [11.3]; 99 [61.1%] male), 115 (71.0%) completed the trial. The estimated DRR common to ALSFRS-R and survival was 1.08 (95% credible interval, 0.87-1.31; posterior probability of superiority, 0.24). The trial was stopped early for futility. No unexpected treatment-related risks were identified.",,,10.1001/jamanetworkopen.2024.59058,2025-02-17,"Sabrina Paganoni, Christina N Fournier, Eric A Macklin, Lori B Chibnik, Melanie Quintana, Benjamin R Saville, Michelle A Detry, Matteo Vestrucci, Joe Marion, Anna McGlothlin, Senda Ajroud-Driss, Marianne Chase, Lindsay Pothier, Brittney A Harkey, Hong Yu, Alexander V Sherman, Jeremy M Shefner, Meghan Hall, Gale Kittle, James D Berry, Suma Babu, Jinsy Andrews, Derek Dagostino, Eric Tustison, Elisa Giacomelli, Erica Scirocco, Gustavo Alameda, Eduardo Locatelli, Doreen Ho, Adam Quick, Jonathan Katz, Daragh Heitzman, Stanley H Appel, Sheetal Shroff, Kevin Felice, Nicholas J Maragakis, Zachary Simmons, Timothy M Miller, Nicholas Olney, Michael D Weiss, Stephen A Goutman, Joseph Americo Fernandes, Omar Jawdat, Margaret Ayo Owegi, Laura A Foster, Tuan Vu, Hristelina Ilieva, Daniel S Newman, Ximena Arcila-Londono, Carlayne E Jackson, Shafeeq Ladha, Terry Heiman-Patterson, James B Caress, Andrea Swenson, Amanda Peltier, Richard Lewis, Dominic Fee, Matthew Elliott, Richard Bedlack, Edward J Kasarskis, Lauren Elman, Jeffrey Rosenfeld, David Walk, Courtney McIlduff, Paul Twydell, Eufrosina Young, Kristin Johnson, Kourosh Rezania, Namita A Goyal, Jeffrey A Cohen, Michael Benatar, Vovanti Jones, Jonathan Glass, Jaimin Shah, Said R Beydoun, James P Wymer, Lindsay Zilliox, Shakti Nayar, Gary L Pattee, Jennifer Martinez-Thompson, Brittany Harvey, Shital Patel, Paul Mahoney, Petra W Duda, Merit E Cudkowicz, None None"
39957197,Clinical prognostic factors in progressive supranuclear palsy: Implications for clinical trials.,"MDS-PSP classification, atypical parkinsonism, prognosis, progressive supranuclear palsy, survival analysis",Journal of Parkinson's disease,"Progressive supranuclear palsy (PSP) is a rare neurodegenerative disease with diverse clinical phenotypes, prompting the development of new diagnostic criteria known as the MDS-PSP classification. However, little is known about the prognostic value of this classification in order to better stratify patients for the clinical trials.
To assess the impact of the different clinical phenotypes according to the MDS-PSP classification on prognosis using the clinical milestones of death, severe dysphagia, institutionalization, and need for walking aid.
A prospective cohort of 205 PSP patients from Lille University Hospital was analyzed retrospectively. Patients were classified into different MSD-PSP phenotypes according to their clinical presentation after 3 years of follow-up. The milestones of death, severe dysphagia, institutionalization, and need for walking aid were recorded, and a survival analysis was performed to describe the prognosis of each disease presentation.
Median survival time was 6.4 (interquartile range (IQR): 4.8-8.6) years and mean diagnostic delay from symptom onset was 38.1 ± 22.5 months. PSP Richardson Syndrome (PSP-RS) had a poorer survival rate and a higher occurrence of severe dysphagia and need for walking aid compared to PSP variants such as PSP Parkinsonism (PSP-P), PSP postural instability without ocular motor dysfunction (PSP-PI), and other rare phenotypes.
PSP-RS has a less favorable prognosis compared to PSP variants stratified according to the MDS-PSP classification. This classification could assist in selecting patients for clinical trials and help design outcomes that account for the disease heterogeneity.
Progressive supranuclear palsy (PSP) is a rare and debilitating neurodegenerative disease marked by diverse combination of motor and cognitive symptoms. No treatment is currently available to slow down disease progression. The multiple clinical presentations of PSP compromise clinical trials. Thus, we aimed to study the differential prognosis of the different forms of the disease. We showed that PSP-Richardson Syndrome (PSP-RS), which is the most frequent presentation, seems to have a poorer prognosis than other variants on survival and other disability criteria such as severe dysphagia occurrence. This study suggests that these differences should account to improve the design of future clinical trials.",,"Median survival time was 6.4 (interquartile range (IQR): 4.8-8.6) years and mean diagnostic delay from symptom onset was 38.1 ± 22.5 months. PSP Richardson Syndrome (PSP-RS) had a poorer survival rate and a higher occurrence of severe dysphagia and need for walking aid compared to PSP variants such as PSP Parkinsonism (PSP-P), PSP postural instability without ocular motor dysfunction (PSP-PI), and other rare phenotypes.",,,10.1177/1877718X241291996,2025-02-17,"Félix Marchand, Anne-Sophie Blaise, Luc Defebvre, Emeline Cailliau, Stéphanie Bombois, David Devos, Caroline Moreau"
