NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease
NCT05183321,Unknown,NOT_YET_RECRUITING,2024-06-01,"Periodontitis, Alzheimer Disease, Dementia",periodontal therapy,No locations listed,2026-12-31,2022-01-10,2024-05-13,INTERVENTIONAL,NA,"Wuhan Union Hospital, China",OTHER,alzheimer's
NCT04942184,Unknown,WITHDRAWN,2022-10,"Alzheimer Disease, Dementia, Mild, Mild Cognitive Impairment","Memory strategies in Arm 1, Electroencephalogram (EEG) headset in Arm 1, Tablet in Arm 1, Memory strategies in Arm 2, Electroencephalogram (EEG) headset in Arm 2, Tablet in Arm 2",No locations listed,2023-06,2021-06-28,2022-11-01,INTERVENTIONAL,NA,Boston University,OTHER,alzheimer's
NCT01485302,Unknown,COMPLETED,2012-01,Alzheimer's Disease,"SAR228810, SAR228810","Sofia - Bulgaria, Pierre Bénite - France, Toulouse Cedex 3 - France, Leiden - Netherlands, Bloemfontein - South Africa, Malmö - Sweden, Mölndal - Sweden, Stockholm - Sweden",2015-02,2011-12-05,2015-03-25,INTERVENTIONAL,PHASE1,Sanofi,INDUSTRY,alzheimer's
NCT05256121,HAPPCAP-AD,UNKNOWN,2019-06-04,Alzheimer Disease,AD Risk factors balance,Ramat Gan - Israel,2024-12-31,2022-02-25,2022-05-24,INTERVENTIONAL,NA,Sheba Medical Center,OTHER_GOV,alzheimer's
NCT05925621,Unknown,RECRUITING,2023-07-16,Alzheimer Disease,Lecanemab,Boston - United States,2028-06,2023-06-29,2025-02-05,OBSERVATIONAL,Not Available,Beth Israel Deaconess Medical Center,OTHER,alzheimer's
NCT01554202,IMAP,UNKNOWN,2008-01,Alzheimer's Disease,"assessment of memory, circulating tPA dosage, ApoE4, Brain imaging examination MRI and PET examinations","Caen - France, Lille - France, Rennes - France, Rouen - France, Tours - France",2021-12,2012-03-14,2013-03-06,INTERVENTIONAL,NA,"University Hospital, Caen",OTHER,alzheimer's
NCT04064021,Unknown,WITHDRAWN,2025-01-01,"Cognitive Deficits, Alzheimer Disease",Acupunture,No locations listed,2026-12-31,2019-08-21,2022-10-12,INTERVENTIONAL,NA,"N & S Neurology Center, A Medical Group, Inc",INDUSTRY,alzheimer's
NCT00710684,Unknown,COMPLETED,2008-07-01,Alzheimer's Disease,"SB-742457 15mg, SB-742457 35mg, Placebo, donepezil 5-10mg","Litchfield Park - United States, Fresno - United States, Rancho Mirage - United States, San Francisco - United States, Hallandale Beach - United States, Hialeah - United States, Manchester - United States, Syracuse - United States, Winston-Salem - United States, Columbus - United States, Tulsa - United States, Memphis - United States, Austin - United States, Bennington - United States, Ciudad Autonoma de Buenos Aires - Argentina, Ciudad Autonoma de Buenos Aires - Argentina, Ciudad de Buenos Aires - Argentina, La Plata - Argentina, Cordoba - Argentina, Buenos Aires - Argentina, Santa Fe - Argentina, Kogarah - Australia, Herston - Australia, Woodville - Australia, Ballarat - Australia, Heidelberg West - Australia, Kew - Australia, Nedlands - Australia, Saint John - Canada, Kentville - Canada, Ottawa - Canada, Peterborough - Canada, Toronto - Canada, Toronto - Canada, Greenfield Park - Canada, Montreal - Canada, Sherbrooke - Canada, Sherbrooke - Canada, Québec - Canada, Santiago - Chile, Santiago - Chile, Viña del Mar - Chile, Santiago - Chile, Melnik - Czechia, Olomouc - Czechia, Ostrava - Czechia, Pardubice - Czechia, Plzen - Czechia, Praha 10 - Czechia, Praha 1 - Czechia, Praha 4 - Czechia, Ellwangen - Germany, Stuttgart - Germany, Tuebingen - Germany, Ulm - Germany, Alzenau - Germany, Guenzburg - Germany, Muenchen - Germany, Regensburg - Germany, Unterhaching - Germany, Bad Homburg - Germany, Schwerin - Germany, Schwerin - Germany, Achim - Germany, Aachen - Germany, Bad Honnef - Germany, Bochum - Germany, Dresden - Germany, Dresden - Germany, Jena - Germany, Berlin - Germany, Berlin - Germany, Berlin - Germany, Chieti Scalo - Italy, Napoli - Italy, San Felice A Cancello - Caserta - Italy, Cassino (FR) - Italy, Roma - Italy, Roma - Italy, Brescia - Italy, Castellanza (VA) - Italy, Milano - Italy, Milano - Italy, Rho - Italy, Torino - Italy, Lido Di Camaiore (LU) - Italy, Pisa - Italy, Perugia - Italy, Valdagno (VI) - Italy, Verona - Italy, Baracaldo/Vizcaya - Spain, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Burgos - Spain, Castellón - Spain, Madrid - Spain, Murcia - Spain, Salamanca - Spain, San Sebastián - Spain, San Vicente Del Raspeig/Alicante - Spain, Valencia - Spain",2010-05-21,2008-07-04,2017-12-07,INTERVENTIONAL,PHASE2,GlaxoSmithKline,INDUSTRY,alzheimer's
NCT00039702,Unknown,COMPLETED,2002-06,Alzheimer Disease,[123] 5-I-A-85380,Bethesda - United States,Unknown Date,2002-06-07,2008-03-04,OBSERVATIONAL,Not Available,National Institute of Mental Health (NIMH),NIH,alzheimer's
NCT02615002,Unknown,COMPLETED,2015-11,Alzheimer's Disease,"Piromelatine, Placebo","Birmingham - United States, Tucson - United States, Bellflower - United States, Long Beach - United States, Long Beach - United States, Pomona - United States, Redlands - United States, San Diego - United States, San Diego - United States, Santa Ana - United States, Norwalk - United States, Coconut Creek - United States, Coral Gables - United States, Hallandale Beach - United States, Hialeah - United States, Hialeah - United States, Miami - United States, Miami - United States, Miami - United States, Orange City - United States, Sarasota - United States, Sunrise - United States, Tampa - United States, Lenexa - United States, Wichita - United States, Lake Charles - United States, Baltimore - United States, Farmington Hills - United States, Flowood - United States, Hattiesburg - United States, Chesterfield - United States, Manchester - United States, Mount Arlington - United States, Princeton - United States, West Long Branch - United States, Amherst - United States, Brooklyn - United States, Brooklyn - United States, New York - United States, Staten Island - United States, Syracuse - United States, Charlotte - United States, Raleigh - United States, Columbus - United States, Oklahoma City - United States, Tulsa - United States, Jenkintown - United States, Media - United States, Charleston - United States, Lewisville - United States, San Antonio - United States, Wichita Falls - United States, Orem - United States, Salt Lake City - United States, Richland - United States, Madison - United States",2019-06,2015-11-25,2024-07-05,INTERVENTIONAL,PHASE2,Neurim Pharmaceuticals Ltd.,INDUSTRY,alzheimer's
NCT03070821,Unknown,COMPLETED,2013-01-30,"Alzheimer Dementia (AD), Elderly","rtfMRI neurofeedback training, 3T MRI",No locations listed,2016-06-30,2017-03-06,2017-03-06,INTERVENTIONAL,NA,"University Hospital, Aachen",OTHER,alzheimer's
NCT00291421,Unknown,COMPLETED,2002-07,"Alzheimer Disease, Dementia, Nervous System Diseases, Mental Disorders, Brain Diseases",No interventions listed,No locations listed,Unknown Date,2006-02-14,2013-04-16,OBSERVATIONAL,Not Available,"Janssen Pharmaceutica N.V., Belgium",INDUSTRY,alzheimer's
NCT01681602,ADEX,COMPLETED,2012-01,Alzheimer Disease,Aerobic exercise,Copenhagen - Denmark,2014-01,2012-09-10,2014-12-02,INTERVENTIONAL,PHASE3,"Rigshospitalet, Denmark",OTHER,alzheimer's
NCT00362284,Unknown,COMPLETED,2005-09,"Caregivers, Stress, Depression",NYUCI-AC,"Minneapolis - United States, New York - United States",2011-12,2006-08-09,2022-02-11,INTERVENTIONAL,NA,University of Minnesota,OTHER,alzheimer's
NCT00082602,Unknown,COMPLETED,2004-05,Alzheimer's Disease,galantamine ER,No locations listed,Unknown Date,2004-05-17,2011-05-20,INTERVENTIONAL,PHASE3,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,alzheimer's
NCT02322021,Unknown,TERMINATED,2014-11-26,"Alzheimer Disease, Dementia, Alzheimer Type","E2609, Placebo","Bellflower - United States, Costa Mesa - United States, Glendale - United States, Irvine - United States, Aventura - United States, Boca Raton - United States, Brooksville - United States, Lake Worth - United States, Orlando - United States, Port Charlotte - United States, Atlanta - United States, Savannah - United States, Wichita - United States, Kalamazoo - United States, Mount Arlington - United States, Scotch Plains - United States, Charlotte - United States, Dayton - United States, Port Royal - United States, Dallas - United States, San Antonio - United States",2019-12-20,2014-12-22,2021-03-05,INTERVENTIONAL,PHASE2,Eisai Inc.,INDUSTRY,alzheimer's
NCT05040321,Unknown,RECRUITING,2021-12-01,"Alzheimer's Disease (Incl Subtypes), Dementia","MIB-626, Placebo",Boston - United States,2025-09-30,2021-09-10,2025-03-10,INTERVENTIONAL,PHASE2,Brigham and Women's Hospital,OTHER,alzheimer's
NCT02989402,Unknown,COMPLETED,2018-12-31,Alzheimer's Disease,Rivastigmine,"Bangalore - India, Bangalore - India, Banglaore - India, Bengaluru - India, Mumbai - India, Hyderabad - India, Lucknow - India, Kolkata - India, Kolkata - India",2022-12-07,2016-12-12,2024-05-31,INTERVENTIONAL,PHASE4,Novartis Pharmaceuticals,INDUSTRY,alzheimer's
NCT06847321,Unknown,RECRUITING,2025-02-17,"Alzheimer Disease, Alzheimer Disease Due to P. Gingivalis","LHP588, LHP588, Placebo Drug",Bellevue - United States,2028-09,2025-02-26,2025-02-27,INTERVENTIONAL,PHASE2,"Lighthouse Pharmaceuticals, Inc.",INDUSTRY,alzheimer's
NCT01937221,Unknown,COMPLETED,2013-09,"Mild Cognitive Impairment, Mild to Moderate Cognitive Impairment",spectral-domain optical coherence tomography (SD-OCT),Durham - United States,2017-07,2013-09-09,2019-01-31,OBSERVATIONAL,Not Available,Duke University,OTHER,alzheimer's
NCT04464564,Unknown,TERMINATED,2020-09-03,Agitation in Patients With Dementia of the Alzheimer's Type,"AVP-786, Placebo","Phoenix - United States, Anaheim - United States, Costa Mesa - United States, Lafayette - United States, Lomita - United States, Long Beach - United States, Los Angeles - United States, Panorama City - United States, San Diego - United States, Apopka - United States, Bradenton - United States, Cape Coral - United States, Clermont - United States, Coral Springs - United States, Hallandale Beach - United States, Kissimmee - United States, Lady Lake - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Miami - United States, Naples - United States, Orlando - United States, Pensacola - United States, Tampa - United States, Tampa - United States, West Palm Beach - United States, Winter Park - United States, Atlanta - United States, Chicago - United States, Boston - United States, Bloomfield Township - United States, Detroit - United States, O'Fallon - United States, Buffalo - United States, Manhasset - United States, New Hyde Park - United States, Cypress - United States, Dallas - United States, El Paso - United States, Houston - United States, Houston - United States, Mesquite - United States, Fairfax - United States, Alken - Belgium, Brussel - Belgium, Leuven - Belgium, Liège - Belgium, Kelowna - Canada, Quebec City - Canada, Viña Del Mar - Chile, Antofagasta - Chile, Independencia - Chile, Santiago de Chile - Chile, Santiago de Chile - Chile, Santiago - Chile, Bogota - Colombia, Pereira - Colombia, Florida Blanca - Colombia, Bello - Colombia, Bogota - Colombia, Bogotá - Colombia, Pula - Croatia, Rijeka - Croatia, Zagreb - Croatia, Zagreb - Croatia, Zagreb - Croatia, Zagreb - Croatia, Gyöngyös - Hungary, Budapest - Hungary, Budapest - Hungary, Zalaegerszeg - Hungary, Cork - Ireland, Cork - Ireland, Dublin - Ireland, Dublin - Ireland, Merida - Mexico, Mexico City - Mexico, Monterrey - Mexico, Monterrey - Mexico, Monterrey - Mexico, Saltillo - Mexico, Sinaloa - Mexico, Tlalnepantla - Mexico, Amsterdam - Netherlands, Dubnica Nad Váhom - Slovakia, Rimavska Sobota - Slovakia, Banská Bystrica - Slovakia, Bardejov - Slovakia, Košice - Slovakia, Trencin - Slovakia, Vranov Nad Topľou - Slovakia, Murska Sobota - Slovenia, Begunje na Gorenjskem - Slovenia, Ljubljana - Slovenia, Ljubljana - Slovenia, Maribor - Slovenia, Nova Gorica - Slovenia, Seville - Spain, Palma De Mallorca - Spain, Alicante - Spain, Coslada - Spain, Madrid - Spain, Madrid - Spain",2024-06-28,2020-07-09,2025-01-20,INTERVENTIONAL,PHASE3,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,alzheimer's
NCT03046121,Unknown,COMPLETED,2017-11-06,Alzheimer Disease,Family-centered Function-focused Care (Fam-FFC),"Lancaster - United States, Philadelphia - United States, West Chester - United States",2022-02-28,2017-02-08,2024-06-06,INTERVENTIONAL,NA,Penn State University,OTHER,alzheimer's
NCT00205621,Unknown,SUSPENDED,2005-10,Alzheimer's Disease,Positron Emission Tomography,Amsterdam - Netherlands,Unknown Date,2005-09-20,2006-09-08,INTERVENTIONAL,PHASE1,"Amsterdam UMC, location VUmc",OTHER,alzheimer's
NCT01120002,Unknown,UNKNOWN,2010-05,Alzheimer's Disease,"Tamibarotene, Placebo",Osaka - Japan,2012-12,2010-05-10,2011-07-22,INTERVENTIONAL,PHASE2,Osaka City University,OTHER,alzheimer's
NCT03462121,Unknown,COMPLETED,2018-03-01,"Mild to Moderate Dementia Due to Alzheimer's Disease, With or Without Coexisting Cerebrovascular Disease","RPh201, Placebo","Peterborough - Canada, Toronto - Canada, Toronto - Canada, Gatineau - Canada, Sherbrooke - Canada",2019-12-28,2018-03-12,2020-04-30,INTERVENTIONAL,PHASE2,Regenera Pharma Ltd,INDUSTRY,alzheimer's
NCT04975464,BRINK,UNKNOWN,2011-11-15,"Chronic Kidney Diseases, Dementia, Dementia, Vascular, Stroke, Alzheimer Disease, Cognitive Decline, Cognitive Impairment, Cognitive Dysfunction, Kidney Diseases, Diabetes, Cerebral Atrophy, Small Vessel Ischemic Disease",No interventions listed,"Minneapolis - United States, Minneapolis - United States",2021-12,2021-07-23,2021-11-11,OBSERVATIONAL,Not Available,Hennepin Healthcare Research Institute,OTHER,alzheimer's
NCT06874621,Unknown,RECRUITING,2025-03-03,Alzheimer&#39;s Disease (AD),"VY7523, Placebo Comparator","Los Angeles - United States, Orange - United States, San Francisco - United States, Stamford - United States, Delray Beach - United States, Fort Myers - United States, Lady Lake - United States, Miami - United States, Miami - United States, Miami - United States, Orlando - United States, Stuart - United States, The Villages - United States, Wellington - United States, Winter Park - United States, Columbus - United States, Decatur - United States, Toms River - United States, Matthews - United States, Allentown - United States, Plymouth Meeting - United States, Ottowa - Canada, Toronto - Canada, Montreal - Canada",2027-05,2025-03-13,2025-03-13,INTERVENTIONAL,PHASE2,Voyager Therapeutics,INDUSTRY,alzheimer's
NCT06088121,ATC-P001,RECRUITING,2023-05-15,"Alzheimer's Disease, Dementia, Brain Diseases, Central Nervous System Diseases, Nervous System Diseases, Neurodegenerative Diseases, Neurocognitive Disorders, Mental Disorder","ATNC MDD-V1 (Real TMS + Real Cog), ATNC MDD-V1 (Sham TMS + Real Cog), ATNC BN-V1, ATNC BN-V2","Gwangmyeong - Korea, Republic of, Jeonju - Korea, Republic of, Gwangju - Korea, Republic of, Daejeon - Korea, Republic of, Busan - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of",2025-04-30,2023-10-18,2024-07-31,INTERVENTIONAL,NA,Advanced Technology & Communications,INDUSTRY,alzheimer's
NCT01019421,Unknown,COMPLETED,2009-12,Alzheimer's Disease,"Lu AE58054, Placebo","East Gosford - Australia, Heidelberg West - Australia, Kew - Australia, Nedlands - Australia, Woodville South - Australia, Toronto - Canada, Burlington - Canada, Calgary - Canada, Gatineau - Canada, Kamloops - Canada, Kingston - Canada, Penticton - Canada, Sherbrooke - Canada, Toronto - Canada, Kladno - Czech Republic, Kutna Hora - Czech Republic, Litomerice - Czech Republic, Praha 8 - Czech Republic, Praha - Czech Republic, Praha - Czech Republic, Praha - Czech Republic, Rychnov nad Kneznou - Czech Republic, Ellwangen - Germany, Erbach - Germany, Frankfurt am Main - Germany, Gunzburg - Germany, Homburg - Germany, Leipzig - Germany, Munich - Germany, Unterhaching - Germany, Brescia - Italy, Brescia - Italy, Firenze - Italy, Genova - Italy, Lamezia Terme - Italy, Milano - Italy, Roma - Italy, Bydgoszcz - Poland, Krakow - Poland, Lublin - Poland, Sopot - Poland, Szczecin - Poland, Warszawa - Poland, Warszaw - Poland, Warszaw - Poland, Barcelona - Spain, Elche - Spain, Madrid - Spain, Madrid - Spain, Majadahonda - Spain, Terrassa - Spain",2011-12,2009-11-25,2012-01-06,INTERVENTIONAL,PHASE2,H. Lundbeck A/S,INDUSTRY,alzheimer's
NCT02359864,Unknown,TERMINATED,2019-10-01,Alzheimer's Disease,"5 daily fractions of 2 Gy, 10 daily fractions of 2 Gy","Farmington Hills - United States, Royal Oak - United States",2021-02-03,2015-02-10,2023-01-26,INTERVENTIONAL,NA,William Beaumont Hospitals,OTHER,alzheimer's
NCT02557464,ADAL,COMPLETED,2015-11-10,Alzheimer's Disease,"An eye tracking experiment, A neuropsychological evaluation",Nice - France,2018-07-05,2015-09-23,2023-11-14,INTERVENTIONAL,NA,Centre Hospitalier Universitaire de Nice,OTHER,alzheimer's
NCT02576821,ShaTau7,COMPLETED,2016-01-27,Patients With Cognitive Disturbances,"Neurological examinations, Neuropsychological examinations, Clinical examinations, MRI 3T, MRI 7T",Paris - France,2023-10-16,2015-10-15,2024-07-12,INTERVENTIONAL,NA,Centre Hospitalier St Anne,OTHER,alzheimer's
NCT00606164,Unknown,UNKNOWN,2008-04,Alzheimer's Disease,"Bryostatin for Injection, Placebo",Morgantown - United States,2008-12,2008-02-01,2008-02-01,INTERVENTIONAL,PHASE2,Blanchette Rockefeller Neurosciences Insitute,OTHER,alzheimer's
NCT06661564,COG-EYE,NOT_YET_RECRUITING,2025-01-10,Alzheimer Disease,"Basal tear collection for the analysis of metabo-lipidomic profiles and concentrations of protein biomarkers (Tau, phosphorylated Tau, Aβ 1-40, and Aβ 1-42), Collection of a blood sample (5 mL) for blood biomarkers analysis",Tours - France,2027-01-10,2024-10-28,2024-10-28,INTERVENTIONAL,NA,"University Hospital, Tours",OTHER,alzheimer's
NCT04203121,Unknown,UNKNOWN,2019-04-01,Alzheimer Disease,low dose whole brain radiation to treat Alzheimer disease,"Seoul - Korea, Republic of",2020-07-31,2019-12-18,2020-02-20,INTERVENTIONAL,NA,Kyung Hee University Hospital at Gangdong,OTHER,alzheimer's
NCT00498602,Unknown,COMPLETED,2007-11,Alzheimer Disease,"ACC-001 + QS-21, QS-21, Diluent: Phosphate Buffered Saline, ACC-001","Phoenix - United States, Phoenix - United States, Sun City - United States, Sun City - United States, San Francisco - United States, San Francisco - United States, San Francisco - United States, San Francisco - United States, New Haven - United States, New Haven - United States, New Haven - United States, Washington - United States, Washington - United States, Hallandale Beach - United States, West Palm Beach - United States, Boston - United States, St. Louis - United States, St. Louis - United States, St. Louis - United States, St. Louis - United States, Eatontown - United States, Edison - United States, New York - United States, New York - United States, Providence - United States, Bennington - United States, Bennington - United States",2013-02,2007-07-10,2016-01-01,INTERVENTIONAL,PHASE2,Pfizer,INDUSTRY,alzheimer's
NCT04897464,Unknown,UNKNOWN,2021-06-01,"Alzheimer Disease, MCI",BGaze therapy Alzheimer,Mataró - Spain,2022-03-31,2021-05-21,2021-05-21,INTERVENTIONAL,NA,Braingaze,INDUSTRY,alzheimer's
NCT03564964,SUVN-502,NO_LONGER_AVAILABLE,Unknown Date,"Alzheimer Disease, Dementia, Cognition Disorders",SUVN-502,No locations listed,Unknown Date,2018-06-21,2020-09-29,EXPANDED_ACCESS,Not Available,Suven Life Sciences Limited,INDUSTRY,alzheimer's
NCT00190021,Unknown,UNKNOWN,Unknown Date,Dementia of Alzheimer Type,donepezil,Beersheva - Israel,Unknown Date,2005-09-19,2010-09-08,INTERVENTIONAL,PHASE3,Beersheva Mental Health Center,OTHER_GOV,alzheimer's
NCT01181921,Unknown,TERMINATED,2011-05,Alzheimer Disease,Galantamine,Barcelona - Spain,2011-06,2010-08-13,2014-05-01,INTERVENTIONAL,PHASE4,"Janssen-Cilag, S.A.",INDUSTRY,alzheimer's
NCT00071721,Unknown,COMPLETED,2003-10,Alzheimer Disease,"Valproate, Placebo","Sun City - United States, Tucson - United States, Irvine - United States, La Jolla - United States, Long Beach - United States, Los Angeles - United States, Los Angeles - United States, Los Angeles - United States, San Diego - United States, Stanford - United States, New Haven - United States, Washington, DC - United States, Washington - United States, Jacksonville - United States, Miami - United States, Tampa - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Chicago - United States, Springfield - United States, Indianapolis - United States, Kansas City - United States, Burlington - United States, Ann Arbor - United States, Grand Rapids - United States, St. Louis - United States, Las Vegas - United States, Albany - United States, Amherst - United States, New York - United States, New York - United States, Olean - United States, Rochester - United States, Syracuse - United States, Beachwood - United States, Cleveland - United States, Philadelphia - United States, Providence - United States, Columbia - United States, Florence - United States, North Charleston - United States, Nashville - United States, Dallas - United States, Bennington - United States, Charlottesville - United States",2009-02,2003-10-31,2014-09-25,INTERVENTIONAL,PHASE3,Alzheimer's Disease Cooperative Study (ADCS),OTHER,alzheimer's
NCT01409564,Unknown,COMPLETED,2010-05,Alzheimer's Dementia,"Cilostazol, Placebo","Seoul - Korea, Republic of",2012-06,2011-08-04,2014-05-13,INTERVENTIONAL,PHASE4,Seoul National University Hospital,OTHER,alzheimer's
NCT02910102,Unknown,COMPLETED,2016-10,"Alzheimer's Disease, Dementia With Lewy Bodies, Parkinson's Disease Dementia","RVT-101 35 mg, Placebo","Phoenix - United States, Simi Valley - United States, Temecula - United States, Boca Raton - United States, Hallandale Beach - United States, Miami - United States, Pensacola - United States, Columbus - United States, Indianapolis - United States, Ann Arbor - United States, Columbus - United States",2017-11,2016-09-21,2020-04-28,INTERVENTIONAL,PHASE2,Axovant Sciences Ltd.,INDUSTRY,alzheimer's
NCT04529902,DREAM,COMPLETED,2020-08-17,Rheumatoid Arthritis,"Tumor Necrosis Factor Inhibitors, Abatacept",Boston - United States,2021-08-31,2020-08-28,2021-11-23,OBSERVATIONAL,Not Available,Brigham and Women's Hospital,OTHER,alzheimer's
NCT00380302,Unknown,COMPLETED,2006-09,Alzheimer Disease,AVE1625,"Bridgewater - United States, Paris - France, Milano - Italy, Gouda - Netherlands, Bromma - Sweden",2007-07,2006-09-25,2008-12-19,INTERVENTIONAL,PHASE2,Sanofi,INDUSTRY,alzheimer's
NCT00083421,Unknown,COMPLETED,2004-06,Alzheimer's Disease,ONO-2506PO,"Birmingham - United States, Birmingham - United States, Mesa - United States, Phoenix - United States, Sun City - United States, Tucson - United States, Fresno - United States, Orange - United States, Oxnard - United States, Rancho Mirage - United States, Redding - United States, San Diego - United States, San Diego - United States, San Francisco - United States, Santa Ana - United States, Santa Barbara - United States, Santa Monica - United States, Denver - United States, Darien - United States, Hamden - United States, Boca Raton - United States, Ft. Lauderdale - United States, Ft. Lauderdale - United States, Gainsville - United States, Hialeah - United States, Miami Beach - United States, Miami - United States, Palm Beach Gardens - United States, Port Charlotte - United States, St. Petersburg - United States, St. Petersburg - United States, Tampa - United States, Tampa - United States, West Palm Beach - United States, Atlanta - United States, Atlanta - United States, Atlanta - United States, Chicago - United States, Chicago - United States, Hoffman Estates - United States, Springfield - United States, Fort Wayne - United States, Indianapolis - United States, Indianapolis - United States, New Orleans - United States, Shreveport - United States, St. Louis - United States, Las Vegas - United States, Manchester - United States, Ocean Township - United States, Trenton - United States, Albany - United States, Albany - United States, Albany - United States, Lawrence - United States, New York - United States, Olean - United States, Rochester - United States, Staten Island - United States, Durham - United States, Cleveland - United States, Columbus - United States, Oklahoma City - United States, Tulsa - United States, Medford - United States, Portland - United States, Portland - United States, Greensburg - United States, Philadelphia - United States, Pittsburg - United States, Providence - United States, North Charleston - United States, Bellaire - United States, Dallas - United States, San Antonio - United States, Bennington - United States, Alexandria - United States, Milwaukee - United States, Waukesha - United States, Kelowna - Canada, Vancouver - Canada, Moncton - Canada, London - Canada, Ottawa - Canada, Toronto - Canada, Montreal - Canada, Regina - Canada",Unknown Date,2004-06-18,2012-06-13,INTERVENTIONAL,PHASE2,Ono Pharma USA Inc,INDUSTRY,alzheimer's
NCT00954590,CONTACT,TERMINATED,2009-10,Moderate to Severe Alzheimer,"Dimebon (latrepirdine), Placebo","Santiago - Chile, Glasgow - United Kingdom",2010-08,2009-08-07,2016-09-27,INTERVENTIONAL,PHASE3,"Medivation, Inc.",INDUSTRY,alzheimer's
NCT02686190,ALZ-Light,COMPLETED,2012-07,Alzheimer's Disease,Luxtherapy,Ivry-sur-Seine - France,2014-04,2016-02-19,2016-03-17,INTERVENTIONAL,NA,Assistance Publique - Hôpitaux de Paris,OTHER,alzheimer's
NCT05573490,LITES,RECRUITING,2024-01-11,"Alzheimer Disease, Early Onset","Cognitive Training, Tai Chi- Qi Gong, Brain Games, Stretching",Indianapolis - United States,2028-06,2022-10-10,2024-10-01,INTERVENTIONAL,NA,Indiana University,OTHER,alzheimer's
NCT00890890,Unknown,TERMINATED,2009-05,Alzheimer's Disease,"Avagacestat, Placebo","Birmingham - United States, Peoria - United States, Phoenix - United States, Phoenix - United States, Sun City - United States, Fresno - United States, Long Beach - United States, Los Angeles - United States, Newport Beach - United States, Orange - United States, San Diego - United States, San Diego - United States, San Diego - United States, Sherman Oaks - United States, Denver - United States, New Haven - United States, Norwich - United States, Brooksville - United States, Delray Beach - United States, Hallandale Beach - United States, Orlando - United States, Indianapolis - United States, Paducah - United States, Boston - United States, Saint Louis - United States, St. Louis - United States, Las Vegas - United States, Eatontown - United States, New Brunswick - United States, Princeton - United States, Toms River - United States, Brooklyn - United States, New York - United States, New York - United States, Rochester - United States, Durham - United States, Raleigh - United States, Raleigh - United States, Winston Salem - United States, Winston-Salem - United States, Columbus - United States, Toledo - United States, Tulsa - United States, Portland - United States, Portland - United States, Providence - United States, Austin - United States, Dallas - United States, Middleton - United States, Milwaukee - United States, Calgary - Canada, Vancouver - Canada, London - Canada, Toronto - Canada, Greenfield Park - Canada, Copenhagen - Denmark, Turku - Finland, Toulouse - France, Bordeaux Cedex - France, Dijon - France, Nantes - France, Rennes Cedex 9 - France, Molndal - Sweden, Stockholm - Sweden",2013-07,2009-04-30,2015-10-12,INTERVENTIONAL,PHASE2,Bristol-Myers Squibb,INDUSTRY,alzheimer's
NCT05010603,LOAD,RECRUITING,2016-11-15,Alzheimer Disease,"Blood Draw, Late Onset Alzheimer's Disease (LOAD) Neuropsychological Battery Test","Washington - United States, Miami - United States, Aurora - United States, Bloomington - United States, Indianapolis - United States, Rochester - United States, Saint Louis - United States, New York - United States, Raleigh - United States, Pittsburgh - United States, Dallas - United States, Seattle - United States",2026-09,2021-08-18,2024-05-16,OBSERVATIONAL,Not Available,Columbia University,OTHER,alzheimer's
NCT06297590,Unknown,RECRUITING,2024-08-15,Alzheimer Disease,"LY3954068, Placebo, Flortaucipir F18","Maitland - United States, The Villages - United States, Decatur - United States, Charlestown - United States, Toms River - United States, Durham - United States, Bunkyo-ku - Japan, London - United Kingdom, Sheffield - United Kingdom, Southampton - United Kingdom",2027-02,2024-03-07,2025-02-28,INTERVENTIONAL,PHASE1,Eli Lilly and Company,INDUSTRY,alzheimer's
NCT04566003,Unknown,COMPLETED,2020-10-26,Alzheimer Disease (AD),"[18F]GTP1, [18F]PI-2620, [18F]MK-6240",New Haven - United States,2023-06-27,2020-09-28,2023-07-12,INTERVENTIONAL,PHASE1,"Genentech, Inc.",INDUSTRY,alzheimer's
NCT01035164,Unknown,COMPLETED,2007-06,"Positron-Emission Tomography, Alzheimer's Disease","F-18 FEDAA1106 (BAY85-8101), F-18 FEDAA1106 (BAY85-8101), F-18 FEDAA1106 (BAY85-8101)","Amsterdam - Netherlands, Stockholm - Sweden, Stockholm - Sweden",2010-01,2009-12-18,2015-01-08,INTERVENTIONAL,PHASE1,Bayer,INDUSTRY,alzheimer's
NCT04064164,Unknown,COMPLETED,2021-12-09,"Dementia, Staff Attitude",Speeko for Elderspeak,Kansas City - United States,2023-04-30,2019-08-21,2025-01-10,INTERVENTIONAL,NA,University of Kansas Medical Center,OTHER,alzheimer's
